"sgRNA"	"Gene"	"exp_mock_1"	"exp_mock_2"	"exp_rcVSV_1"	"exp_rcVSV_2"	"exp_hku5_1"	"exp_hku5_2"	"exp_sars2_1"	"exp_sars2_2"	"exp_mers_1"	"exp_mers_2"	"exp_t1015n_1"	"exp_t1015n_2"	"exp_emcv_1"	"exp_emcv_2"	"exp_iav_1"
"RBPMS_6"	"RBPMS"	830	725	503	212	131	185	219	294	1137	849	849	378	767	1933	2212
"RBPMS_8"	"RBPMS"	658	573	2073	1347	696	722	1188	1500	263	245	269	397	2333	412	715
"RBPMS2_12"	"RBPMS2"	1793	2062	3069	2022	1590	1777	1457	1669	3375	1774	4229	4055	2334	1266	2217
"RBPMS2_2"	"RBPMS2"	2096	2363	1715	1413	906	905	994	855	5974	5470	3493	5783	3708	4974	2414
"RBPMS2_3"	"RBPMS2"	1332	1627	2661	1583	945	1224	1543	1780	4574	1622	1132	2984	1581	1742	955
"RBPMS2_4"	"RBPMS2"	1190	1063	2735	1650	921	1034	1452	1673	1524	581	462	1064	23	537	257
"RBPMS2_6"	"RBPMS2"	2744	3031	5582	3005	2041	2531	2368	2454	5361	3140	1427	3972	4224	3770	2703
"RBPMS2_9"	"RBPMS2"	1379	1433	1176	780	788	795	901	811	1852	531	960	934	2132	3028	1718
"RCC1_10"	"RCC1"	28	86	94	53	42	11	90	80	57	29	0	27	0	41	94
"RCC1_2"	"RCC1"	473	606	1295	625	423	708	1070	947	820	640	389	669	2	91	277
"RCC1_3"	"RCC1"	552	599	2341	1701	1199	1256	1772	2131	2571	982	979	1435	10	173	1130
"RCC1_5"	"RCC1"	305	361	133	22	101	46	66	83	147	178	167	258	523	1043	94
"RCC1_6"	"RCC1"	250	280	585	360	251	352	374	301	921	214	425	369	83	20	27
"RCC1_9"	"RCC1"	691	782	941	503	383	667	648	757	955	247	336	526	820	335	605
"RCC2_12"	"RCC2"	782	752	1246	608	433	590	649	724	534	495	649	733	163	538	106
"RCC2_3"	"RCC2"	918	1013	990	338	294	405	491	491	758	408	366	491	2965	3427	542
"RCC2_4"	"RCC2"	1035	1154	523	330	401	415	283	334	623	883	651	707	2401	2307	2288
"RCC2_6"	"RCC2"	1890	2369	3042	2292	1392	1571	1765	2434	1346	1143	1118	1339	3013	3088	1678
"RCC2_7"	"RCC2"	619	679	576	221	352	331	160	227	390	393	405	177	426	994	525
"RCC2_9"	"RCC2"	1173	1410	1849	1377	1005	1193	1226	1529	2385	2251	1179	1968	3285	698	373
"RCN2_1"	"RCN2"	489	483	587	234	138	93	179	275	1141	604	432	521	305	291	596
"RCN2_11"	"RCN2"	1940	1548	3018	1402	1441	1251	1150	1916	3743	1286	1425	1226	445	1314	2111
"RCN2_2"	"RCN2"	1455	1454	2217	1610	836	1229	1609	1596	6021	1447	1389	2214	935	1331	563
"RCN2_4"	"RCN2"	283	363	272	230	183	224	248	267	560	136	68	240	9	63	249
"RCN2_6"	"RCN2"	998	1052	2651	1600	1201	1271	1858	1576	2415	774	660	1217	89	827	388
"RCN2_8"	"RCN2"	555	579	418	311	293	237	190	221	1113	270	559	865	353	449	209
"RCOR2_1"	"RCOR2"	1358	1601	2939	1824	1032	1295	1837	1975	2217	1250	1441	2284	775	1105	617
"RCOR2_11"	"RCOR2"	1059	1383	1153	575	300	548	484	702	1154	704	287	1049	7467	1600	178
"RCOR2_12"	"RCOR2"	803	702	1025	598	457	655	468	356	2223	501	816	1512	201	721	423
"RCOR2_3"	"RCOR2"	2308	2857	2718	1943	1696	1612	1938	1829	10538	5499	3745	9222	2258	1684	1462
"RCOR2_4"	"RCOR2"	2050	1975	7152	3512	2717	3430	4974	4965	9631	3787	3271	6216	1048	1140	418
"RCOR2_6"	"RCOR2"	1568	1820	2508	2143	1736	1858	2075	2052	4321	1588	2501	2537	2432	1129	1339
"RDH11_1"	"RDH11"	1329	1451	2430	1831	1327	948	1662	1462	2197	1718	1795	2682	485	553	798
"RDH11_2"	"RDH11"	1317	1573	1211	1030	685	893	949	1116	6157	1886	3312	2552	923	829	725
"RDH11_4"	"RDH11"	2456	2536	3176	1738	1495	1542	1322	1374	2808	2011	1629	1811	5103	3336	2632
"RDH11_6"	"RDH11"	526	690	685	759	531	559	658	701	826	1183	1137	2671	647	203	201
"RDH11_7"	"RDH11"	1436	1522	1155	887	922	492	723	791	886	417	966	1025	2986	1871	1251
"RDH11_8"	"RDH11"	1377	1459	3487	1817	945	1564	2002	2091	5369	1843	2569	2644	1222	1455	643
"REEP6_1"	"REEP6"	2158	2266	3544	2227	1440	1653	1797	2074	4121	1842	728	2316	8911	3936	4558
"REEP6_2"	"REEP6"	1356	1291	2294	1666	1013	844	1677	1374	1189	797	287	803	1484	1097	344
"REEP6_3"	"REEP6"	1258	1371	988	578	455	411	380	490	1258	875	603	1047	2453	1583	1445
"REEP6_4"	"REEP6"	1958	2758	4930	2352	2603	2296	1816	2195	4784	3192	3453	2914	541	1645	1221
"REEP6_5"	"REEP6"	1525	1762	1705	1032	540	562	683	820	2051	598	716	632	10596	5585	3193
"REEP6_8"	"REEP6"	1037	937	1231	707	495	738	772	794	646	296	482	397	1674	1798	1143
"RHOA_1"	"RHOA"	346	360	943	549	308	340	456	680	786	197	257	744	136	125	269
"RHOA_2"	"RHOA"	422	453	410	712	314	414	215	233	73	225	162	189	1491	483	426
"RHOA_3"	"RHOA"	460	390	232	137	128	147	144	153	689	254	493	277	10	430	111
"RHOA_5"	"RHOA"	614	600	553	364	265	369	587	399	951	366	661	785	799	176	184
"RHOA_6"	"RHOA"	216	266	170	124	100	122	89	93	246	38	0	132	6	260	30
"RHOA_7"	"RHOA"	1193	1285	1460	642	536	567	970	810	1708	655	590	1010	1101	1678	1911
"RHOC_1"	"RHOC"	253	344	264	204	148	191	349	161	81	28	36	109	1001	85	0
"RHOC_2"	"RHOC"	807	800	1212	581	617	1082	627	813	501	265	195	431	406	1589	272
"RHOC_3"	"RHOC"	822	1030	682	463	423	460	361	504	1051	710	602	1196	3038	1963	1047
"RHOC_4"	"RHOC"	958	1091	2270	874	681	934	878	844	3179	1513	984	1466	1028	1061	318
"RHOC_6"	"RHOC"	1398	1174	3040	1606	1156	1215	2087	1878	533	265	320	631	1518	1662	1702
"RHOC_8"	"RHOC"	2489	2729	3292	2234	1635	1897	1598	1934	5616	2371	2162	2791	2069	2958	2586
"RIPOR1_1"	"RIPOR1"	2005	2513	3716	2519	1693	1668	2225	1850	5050	2109	2383	5166	3809	1269	3087
"RIPOR1_2"	"RIPOR1"	1007	1183	856	648	440	702	1163	1263	1722	641	99	1248	418	633	713
"RIPOR1_3"	"RIPOR1"	1321	1175	2471	1366	1151	1047	748	837	5432	1540	2175	4062	190	926	2674
"RIPOR1_4"	"RIPOR1"	1690	2162	2455	1713	1553	1498	1494	1388	3934	1443	1869	2409	3360	2369	485
"RIPOR1_5"	"RIPOR1"	1013	946	598	516	345	438	390	482	1639	1046	506	1059	338	1392	306
"RIPOR1_6"	"RIPOR1"	1816	1898	2068	1685	1090	1201	1395	1926	1871	577	913	973	2644	4346	3510
"RNF213_1"	"RNF213"	2487	2559	1640	1417	761	986	1214	1007	6448	4070	2018	7691	4744	4171	4949
"RNF213_10"	"RNF213"	2282	2182	3502	2204	1634	1750	2373	2436	4766	2689	1875	3857	1170	1480	1141
"RNF213_11"	"RNF213"	2721	3079	5134	3900	2294	2583	2211	2684	8294	3179	3256	5264	4407	3133	1754
"RNF213_14"	"RNF213"	569	453	212	197	111	118	185	171	748	110	405	795	69	510	88
"RNF213_5"	"RNF213"	1399	1368	1701	835	770	1192	831	1090	7387	2187	668	5101	3143	1816	1910
"RNF213_7"	"RNF213"	1273	1274	1357	1172	527	721	909	950	1119	604	1121	1453	6463	3090	918
"RNH1_15"	"RNH1"	682	849	1175	714	412	562	624	560	1366	713	842	1130	1207	708	117
"RNH1_16"	"RNH1"	1854	1866	3115	2120	1146	1806	1373	1408	4942	2525	2907	2778	964	1794	1816
"RNH1_18"	"RNH1"	2173	2241	4671	3521	1934	1809	3647	3912	1643	928	615	513	1939	1723	1002
"RNH1_3"	"RNH1"	214	341	262	133	178	198	87	97	397	105	25	79	144	341	39
"RNH1_4"	"RNH1"	847	645	1276	742	574	561	509	646	1092	581	518	701	916	943	320
"RNH1_6"	"RNH1"	1273	1253	3958	2488	1750	1603	2624	2878	2842	986	429	1896	576	469	401
"RNMT_11"	"RNMT"	265	364	195	135	87	128	210	149	375	502	222	565	12	455	213
"RNMT_13"	"RNMT"	114	119	26	6	19	56	61	22	146	55	57	0	35	29	0
"RNMT_5"	"RNMT"	293	365	274	355	194	307	400	308	518	83	107	345	37	342	588
"RNMT_6"	"RNMT"	10	0	0	0	2	0	6	5	0	0	0	0	0	0	0
"RNMT_7"	"RNMT"	808	1002	1185	880	649	714	769	584	1256	736	1012	843	28	605	240
"RNMT_9"	"RNMT"	497	371	407	344	301	341	289	295	887	486	596	983	15	237	952
"RNPS1_11"	"RNPS1"	182	146	360	108	228	145	245	102	0	20	255	136	612	136	103
"RNPS1_5"	"RNPS1"	351	314	488	371	247	261	172	232	662	304	149	349	13	118	274
"RNPS1_6"	"RNPS1"	374	335	210	273	236	426	487	473	662	168	187	467	10	243	58
"RNPS1_7"	"RNPS1"	72	87	367	127	122	72	86	79	63	28	88	156	9	64	133
"RNPS1_8"	"RNPS1"	1027	1050	982	791	531	559	757	572	1232	805	574	856	1578	357	1264
"RNPS1_9"	"RNPS1"	864	839	956	560	447	500	484	679	1266	588	382	652	624	915	610
"RNY1_1"	"RNY1"	2147	2337	3595	2887	2186	2171	3453	3617	2108	1199	475	1011	1387	2277	1260
"RNY1_2"	"RNY1"	1290	1279	2167	1323	807	930	1409	1839	868	681	358	1137	3260	1642	918
"RNY1_3"	"RNY1"	386	525	895	500	673	356	497	281	359	156	207	139	62	245	524
"RNY1_4"	"RNY1"	115	177	322	224	417	180	271	188	33	9	0	19	26	43	1
"RNY1_5"	"RNY1"	228	196	140	114	253	153	309	230	136	142	57	18	0	27	109
"RNY1_6"	"RNY1"	59	54	12	53	149	7	19	10	47	61	64	2	2	12	0
"RNY3_1"	"RNY3"	1356	1718	1320	594	499	581	653	571	2073	896	1541	1407	676	1504	458
"RNY3_2"	"RNY3"	1454	1568	1572	1187	1165	1207	918	1176	2903	1110	1004	2509	2391	1523	345
"RNY3_3"	"RNY3"	650	778	474	644	651	584	459	261	1030	334	339	296	1071	718	624
"RNY3_4"	"RNY3"	198	106	286	309	298	104	168	138	107	27	110	15	780	167	0
"RNY3_5"	"RNY3"	534	621	1248	545	544	327	283	180	483	131	362	117	84	241	1068
"RNY3_6"	"RNY3"	104	67	33	124	210	35	24	19	79	16	20	4	252	338	33
"RNY4_1"	"RNY4"	91	135	18	117	93	58	31	59	130	50	25	118	2	43	2
"RNY4_2"	"RNY4"	125	123	179	162	169	84	62	48	0	51	0	0	0	129	49
"RNY4_3"	"RNY4"	43	49	4	59	176	18	28	2	8	22	0	2	1	22	0
"RNY4_4"	"RNY4"	70	117	84	196	162	136	242	356	557	7	95	16	0	35	67
"RNY4_5"	"RNY4"	1463	1572	1815	964	1028	1060	1195	1185	1406	683	1763	477	903	1929	863
"RNY4_6"	"RNY4"	464	443	425	368	617	314	272	238	1330	744	952	1961	1511	380	1021
"RNY5_1"	"RNY5"	749	932	1468	839	697	598	767	620	308	633	167	421	1530	2222	702
"RNY5_2"	"RNY5"	1239	1453	2229	1421	1160	1294	1634	1815	1558	2312	1008	2105	526	1197	572
"RNY5_3"	"RNY5"	1271	1206	1310	1006	958	1166	690	771	1415	841	727	658	802	918	200
"RNY5_4"	"RNY5"	1170	1242	1049	940	675	523	489	495	1638	370	750	464	1839	955	252
"RNY5_5"	"RNY5"	1486	1716	2296	1648	1282	1177	1040	1169	3285	2507	1307	2638	1736	1960	1810
"RNY5_6"	"RNY5"	2417	2922	3499	2592	1857	2096	2886	2891	8641	5035	4495	8412	3367	1174	1535
"RO60_1"	"RO60"	915	976	476	154	249	257	170	165	2077	612	251	1352	2675	3903	2114
"RO60_2"	"RO60"	1223	1285	1043	1061	680	574	743	898	1486	1188	1212	2679	879	1408	505
"RO60_3"	"RO60"	491	503	836	376	296	238	406	415	490	419	316	1075	961	422	303
"RO60_4"	"RO60"	1871	1723	2810	1572	1251	1477	2615	2364	1647	1130	876	1794	4008	3957	3062
"RO60_5"	"RO60"	2023	2871	3393	2085	1582	1449	2191	1995	3433	866	1790	1325	3367	1018	751
"RO60_6"	"RO60"	730	687	1805	607	398	526	678	670	1674	651	206	903	904	1123	164
"RPA1_16"	"RPA1"	314	313	233	227	297	124	135	112	409	66	92	48	73	95	425
"RPA1_17"	"RPA1"	771	829	1028	451	347	268	362	280	1719	576	312	883	282	579	278
"RPA1_19"	"RPA1"	2165	2118	4009	3093	2235	2141	3001	3038	5109	2850	2267	2367	914	1168	3414
"RPA1_3"	"RPA1"	88	195	43	77	3	57	76	96	106	66	311	17	8	177	0
"RPA1_7"	"RPA1"	159	299	304	151	113	144	256	140	407	77	225	82	232	219	6
"RPA1_8"	"RPA1"	119	114	81	32	26	53	55	61	39	0	11	55	25	79	104
"RPL10_1"	"RPL10"	592	445	913	632	452	621	611	824	1507	1075	805	816	47	1813	364
"RPL10_11"	"RPL10"	293	202	476	186	177	215	267	257	437	42	550	169	0	90	104
"RPL10_3"	"RPL10"	33	58	32	48	31	67	46	33	159	0	0	17	0	0	0
"RPL10_4"	"RPL10"	125	132	112	62	94	46	27	62	172	230	76	0	137	70	550
"RPL10_5"	"RPL10"	112	79	12	84	72	92	52	91	0	56	17	11	0	43	4
"RPL10_9"	"RPL10"	782	834	956	654	506	493	457	471	1621	877	690	767	1766	1353	743
"RPL10A_1"	"RPL10A"	508	794	2477	1616	1155	1059	1071	1199	6644	2454	2691	5364	7	248	134
"RPL10A_12"	"RPL10A"	403	420	608	299	205	438	244	215	1529	181	607	1596	14	176	8
"RPL10A_13"	"RPL10A"	80	78	46	13	4	38	26	22	33	5	0	0	0	0	0
"RPL10A_6"	"RPL10A"	26	19	0	7	10	0	0	0	11	0	0	0	0	0	10
"RPL10A_7"	"RPL10A"	234	251	276	330	186	262	257	248	26	65	133	0	170	68	54
"RPL10A_8"	"RPL10A"	124	176	170	88	24	30	51	54	234	172	920	240	0	0	0
"RPL11_1"	"RPL11"	325	327	316	381	209	213	197	186	692	114	328	630	39	630	410
"RPL11_2"	"RPL11"	70	116	83	32	105	71	70	18	44	67	153	44	0	30	9
"RPL11_3"	"RPL11"	225	290	194	54	111	61	129	186	102	64	0	59	621	49	108
"RPL11_5"	"RPL11"	60	70	162	15	65	38	62	129	143	12	0	106	0	10	0
"RPL11_6"	"RPL11"	61	119	161	166	73	36	108	110	0	77	49	17	0	35	0
"RPL11_8"	"RPL11"	200	327	227	99	142	130	109	135	28	14	206	13	61	42	65
"RPL12_11"	"RPL12"	536	501	1303	412	464	515	340	295	325	418	296	459	1124	692	352
"RPL12_13"	"RPL12"	683	579	256	136	93	118	40	49	412	445	104	297	2304	1171	517
"RPL12_15"	"RPL12"	866	1010	1825	1145	831	914	1005	1025	2249	1020	1905	934	179	563	712
"RPL12_2"	"RPL12"	295	403	288	281	142	99	171	216	13	3	51	118	2545	2074	178
"RPL12_3"	"RPL12"	502	444	797	530	457	389	651	478	801	665	1088	594	573	459	266
"RPL12_9"	"RPL12"	135	141	49	36	12	52	5	15	126	6	91	73	13	238	5
"RPL13_3"	"RPL13"	145	179	280	89	176	83	100	135	94	10	41	17	3	111	333
"RPL13_4"	"RPL13"	49	82	150	142	91	72	117	79	2	297	185	38	0	35	113
"RPL13_5"	"RPL13"	289	320	474	198	155	211	109	78	6	83	2	10	135	114	105
"RPL13_6"	"RPL13"	1014	1266	1911	1864	1044	1085	864	977	3490	1447	1211	2261	322	275	751
"RPL13_7"	"RPL13"	245	222	270	209	127	169	191	204	6	31	33	110	43	143	456
"RPL13_8"	"RPL13"	28	55	5	10	12	0	14	7	0	0	0	0	0	0	0
"RPL13A_1"	"RPL13A"	393	348	684	560	304	344	499	387	380	270	384	198	6	73	0
"RPL13A_15"	"RPL13A"	172	204	223	175	55	77	66	91	132	20	0	151	8	50	0
"RPL13A_16"	"RPL13A"	591	624	1204	725	503	747	674	716	969	232	103	420	41	218	619
"RPL13A_23"	"RPL13A"	298	429	176	185	259	118	85	129	775	654	471	687	100	284	288
"RPL13A_6"	"RPL13A"	754	678	1316	682	468	689	521	751	1225	539	511	1145	95	337	886
"RPL13A_7"	"RPL13A"	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
"RPL14_12"	"RPL14"	1029	1152	1142	642	292	485	627	600	761	1537	488	1400	747	1157	1659
"RPL14_14"	"RPL14"	323	401	999	395	365	651	312	202	1490	395	625	401	20	217	1
"RPL14_16"	"RPL14"	46	45	84	22	41	30	8	14	182	204	61	37	1	14	0
"RPL14_4"	"RPL14"	238	197	292	58	113	136	86	54	272	20	33	64	337	322	1
"RPL14_6"	"RPL14"	53	75	49	0	41	45	56	46	72	39	30	13	0	0	32
"RPL14_9"	"RPL14"	193	248	548	236	140	150	372	337	678	76	78	85	3	25	0
"RPL15_1"	"RPL15"	887	999	864	552	420	400	577	496	2730	864	1043	916	460	741	237
"RPL15_2"	"RPL15"	70	36	74	28	11	8	2	0	0	21	18	47	1	0	0
"RPL15_3"	"RPL15"	76	75	77	62	74	42	31	23	152	20	0	49	0	33	0
"RPL15_4"	"RPL15"	576	526	1020	607	439	377	207	345	2608	882	756	1194	19	485	105
"RPL15_5"	"RPL15"	104	147	358	119	91	76	189	201	57	32	58	0	3	25	127
"RPL15_6"	"RPL15"	133	149	132	179	149	129	93	59	82	180	238	117	4	27	0
"RPL18_1"	"RPL18"	1334	1363	2284	1069	1211	1324	1025	860	3818	1518	1503	2115	2929	1092	739
"RPL18_2"	"RPL18"	904	1063	693	403	292	395	436	282	1823	734	463	1282	2201	1043	1607
"RPL18_3"	"RPL18"	480	561	1153	697	552	870	893	712	1800	499	820	1880	34	648	12
"RPL18_4"	"RPL18"	906	908	1269	582	604	489	740	831	3442	817	1216	844	576	454	239
"RPL18_5"	"RPL18"	375	277	431	235	200	167	201	297	369	301	360	238	76	245	65
"RPL18_6"	"RPL18"	357	360	460	377	401	271	502	531	1193	34	29	390	359	86	45
"RPL18A_1"	"RPL18A"	50	22	0	0	7	5	2	10	46	7	7	119	9	38	27
"RPL18A_10"	"RPL18A"	321	370	57	64	43	62	56	54	236	305	206	492	1953	917	36
"RPL18A_12"	"RPL18A"	1860	2234	1560	1042	1102	1104	835	1291	1651	1018	681	867	1670	2129	981
"RPL18A_3"	"RPL18A"	196	193	224	97	81	159	139	162	230	203	40	72	9	102	1
"RPL18A_4"	"RPL18A"	59	109	85	49	9	30	7	56	470	39	83	19	0	46	182
"RPL18A_6"	"RPL18A"	123	133	120	115	17	37	57	58	76	19	51	98	0	155	18
"RPL19_11"	"RPL19"	314	353	623	214	197	249	332	224	305	152	382	263	95	85	306
"RPL19_12"	"RPL19"	122	149	69	28	94	60	32	14	186	26	52	71	0	0	91
"RPL19_14"	"RPL19"	462	627	1118	559	341	446	776	623	536	191	115	242	578	636	256
"RPL19_19"	"RPL19"	817	718	802	517	327	357	503	515	1217	545	174	915	40	751	293
"RPL19_5"	"RPL19"	166	175	282	110	227	175	183	214	834	24	215	108	19	86	83
"RPL19_6"	"RPL19"	423	526	426	206	189	218	167	246	881	316	154	1325	1709	476	611
"RPL21_10"	"RPL21"	112	95	154	36	23	91	31	20	0	87	93	59	656	454	11
"RPL21_11"	"RPL21"	547	367	651	428	432	187	320	177	554	105	144	492	3	28	48
"RPL21_12"	"RPL21"	58	143	19	11	17	2	12	18	59	124	142	125	23	0	49
"RPL21_6"	"RPL21"	65	48	75	35	38	83	57	43	59	32	0	29	0	16	0
"RPL21_7"	"RPL21"	799	927	1104	734	502	465	507	508	2654	942	1410	2817	723	337	228
"RPL21_9"	"RPL21"	216	203	182	86	60	56	121	115	319	60	0	188	365	99	110
"RPL22_11"	"RPL22"	130	146	192	236	98	157	71	82	143	103	92	268	3	59	210
"RPL22_13"	"RPL22"	594	763	1730	1257	867	1003	635	903	2706	1326	765	2503	320	215	21
"RPL22_2"	"RPL22"	347	259	251	158	241	110	368	444	877	434	559	788	803	245	244
"RPL22_4"	"RPL22"	618	496	863	615	318	309	472	456	1817	294	689	1108	340	709	425
"RPL22_8"	"RPL22"	160	173	129	164	82	183	154	101	188	24	311	222	0	0	535
"RPL22_9"	"RPL22"	230	244	505	87	144	116	159	97	179	121	74	19	16	44	3
"RPL23_1"	"RPL23"	364	315	501	224	176	261	387	309	282	201	510	130	5	153	12
"RPL23_2"	"RPL23"	446	414	413	321	283	431	163	253	157	57	18	120	4	129	704
"RPL23_4"	"RPL23"	374	438	789	489	356	577	309	268	1045	1267	775	1230	30	169	238
"RPL23_5"	"RPL23"	28	76	19	31	24	13	0	14	17	7	55	0	0	0	0
"RPL23_6"	"RPL23"	209	240	109	112	123	114	177	231	282	130	28	80	40	293	273
"RPL23_7"	"RPL23"	1637	1894	6100	3753	2442	3142	3027	3659	8003	4065	3510	6692	27	706	510
"RPL23A_1"	"RPL23A"	478	435	399	263	221	236	185	196	1734	585	636	1025	4	202	203
"RPL23A_11"	"RPL23A"	26	26	27	22	3	0	15	0	0	0	0	0	2	41	0
"RPL23A_12"	"RPL23A"	1806	1765	3335	1329	1169	1302	2122	1954	2261	774	1415	1432	1007	1797	4191
"RPL23A_13"	"RPL23A"	84	161	95	105	41	91	127	91	408	33	97	120	0	62	138
"RPL23A_5"	"RPL23A"	223	213	204	291	163	236	126	253	351	233	84	115	1163	60	455
"RPL23A_9"	"RPL23A"	885	1099	2109	980	836	1134	1400	1395	1178	778	414	1214	180	318	947
"RPL24_3"	"RPL24"	49	77	21	49	75	8	55	36	224	10	0	167	0	11	0
"RPL24_4"	"RPL24"	542	455	587	516	445	526	374	361	769	737	461	590	3	224	25
"RPL24_5"	"RPL24"	43	45	12	17	5	5	2	3	32	51	0	0	4	0	0
"RPL24_6"	"RPL24"	172	230	168	80	78	129	50	48	0	149	38	109	162	500	20
"RPL24_7"	"RPL24"	390	227	217	180	57	134	88	89	165	90	252	190	4	44	165
"RPL24_8"	"RPL24"	120	192	164	49	90	37	52	57	305	11	49	211	0	32	187
"RPL26_3"	"RPL26"	213	244	230	114	83	105	78	145	727	119	182	153	2	105	1
"RPL26_5"	"RPL26"	43	45	32	30	51	39	58	99	100	0	0	26	0	0	38
"RPL26_6"	"RPL26"	48	112	25	35	76	22	19	40	140	54	0	14	0	0	0
"RPL26_7"	"RPL26"	322	322	215	153	176	170	145	202	1699	1189	289	597	1709	523	139
"RPL26_8"	"RPL26"	340	497	161	95	36	39	40	17	763	524	278	657	146	752	48
"RPL26_9"	"RPL26"	596	779	1009	465	256	332	378	543	1999	535	109	443	132	426	866
"RPL27A_1"	"RPL27A"	134	108	215	65	53	68	42	9	116	45	164	110	1	54	0
"RPL27A_10"	"RPL27A"	916	1140	1363	926	631	847	1116	1180	3643	402	616	571	728	306	852
"RPL27A_11"	"RPL27A"	200	231	194	82	185	105	79	110	0	154	159	283	0	21	0
"RPL27A_4"	"RPL27A"	154	173	267	163	99	135	38	13	348	267	0	18	594	175	0
"RPL27A_6"	"RPL27A"	466	633	1008	568	669	504	1135	912	251	185	153	119	8	342	3615
"RPL27A_7"	"RPL27A"	131	128	94	241	90	202	124	58	836	511	776	833	0	0	5
"RPL28_13"	"RPL28"	499	473	1060	611	331	403	523	537	1071	154	279	699	17	192	54
"RPL28_4"	"RPL28"	266	330	291	205	162	127	73	116	441	87	153	52	83	188	187
"RPL28_5"	"RPL28"	305	282	349	144	106	87	86	184	475	145	237	88	728	119	0
"RPL28_7"	"RPL28"	613	701	584	396	392	346	398	483	550	378	151	361	723	600	371
"RPL28_8"	"RPL28"	995	1319	1741	771	608	636	720	903	1417	643	650	1213	759	1326	780
"RPL28_9"	"RPL28"	273	460	145	65	83	50	82	41	449	73	114	387	6	386	105
"RPL29_1"	"RPL29"	746	798	742	652	381	580	436	424	3209	1070	1492	1104	16	257	573
"RPL29_18"	"RPL29"	443	579	772	253	220	365	229	343	1086	332	285	669	215	315	298
"RPL29_20"	"RPL29"	198	225	317	317	229	211	136	245	553	231	7	208	13	169	2
"RPL29_22"	"RPL29"	380	313	485	251	324	377	150	382	542	166	264	415	123	121	129
"RPL29_23"	"RPL29"	611	570	171	130	142	185	143	144	553	337	334	212	7	433	160
"RPL29_4"	"RPL29"	1307	1406	3208	1768	1287	1310	1910	2038	957	431	481	1028	52	1185	643
"RPL3_1"	"RPL3"	132	225	427	165	145	134	283	153	176	52	53	139	0	0	144
"RPL3_2"	"RPL3"	925	883	1129	973	643	810	512	583	1432	707	529	767	677	860	594
"RPL3_3"	"RPL3"	289	175	84	130	93	142	131	150	456	43	0	50	1	0	0
"RPL3_4"	"RPL3"	253	196	16	21	56	11	10	0	608	638	284	139	315	468	163
"RPL3_5"	"RPL3"	383	331	663	386	371	475	402	780	374	238	126	64	26	0	59
"RPL3_6"	"RPL3"	1267	1338	1159	526	486	544	801	684	1910	1324	857	1673	2121	4244	2876
"RPL30_1"	"RPL30"	131	124	245	167	151	84	342	128	200	38	17	15	0	54	6
"RPL30_10"	"RPL30"	274	346	521	370	203	175	163	392	378	125	174	616	826	540	88
"RPL30_2"	"RPL30"	268	313	342	354	254	279	100	91	141	61	0	0	9	40	4
"RPL30_3"	"RPL30"	1342	1698	5026	2839	1899	1668	2906	3877	3582	2319	1808	3693	39	1218	743
"RPL30_5"	"RPL30"	2647	3130	7398	3888	3301	3454	2384	2472	13444	6333	7124	9245	2658	1804	1743
"RPL30_6"	"RPL30"	830	884	1464	747	729	767	355	634	3058	570	606	1353	76	424	153
"RPL34_1"	"RPL34"	381	431	143	139	210	226	155	180	292	156	75	91	19	80	105
"RPL34_2"	"RPL34"	46	54	119	14	28	36	50	54	18	4	0	0	0	31	0
"RPL34_3"	"RPL34"	91	173	230	71	148	97	209	136	243	48	95	40	104	243	203
"RPL34_5"	"RPL34"	320	350	188	286	246	212	81	168	97	237	58	0	3	55	109
"RPL34_6"	"RPL34"	424	583	685	468	324	409	170	251	272	259	0	25	9	85	191
"RPL34_8"	"RPL34"	53	26	50	24	24	28	0	3	0	0	0	0	0	5	0
"RPL36A_2"	"RPL36A"	289	520	607	414	142	231	200	273	582	417	396	977	61	285	425
"RPL36A_3"	"RPL36A"	1586	1761	3575	2869	1585	2326	2041	2081	2464	1771	1410	2586	560	479	1498
"RPL36A_6"	"RPL36A"	108	121	120	91	86	98	147	72	44	46	110	31	0	0	49
"RPL36A_7"	"RPL36A"	338	488	285	418	242	321	492	586	427	98	145	108	8	188	6
"RPL36A_8"	"RPL36A"	13	30	6	8	44	17	12	20	58	3	0	0	0	0	0
"RPL36A_9"	"RPL36A"	259	290	84	0	65	40	40	31	880	749	235	1271	0	19	0
"RPL37A_1"	"RPL37A"	62	161	37	6	20	42	2	15	0	15	123	47	783	35	0
"RPL37A_4"	"RPL37A"	106	100	30	73	0	59	4	21	182	37	102	2	8	199	11
"RPL37A_5"	"RPL37A"	251	213	279	171	145	149	117	132	95	42	276	102	4	98	0
"RPL37A_6"	"RPL37A"	74	24	40	164	31	37	15	50	256	123	0	63	0	0	0
"RPL37A_8"	"RPL37A"	168	249	493	154	159	159	81	203	115	108	89	182	6	113	73
"RPL37A_9"	"RPL37A"	258	337	453	340	216	242	154	134	540	476	630	778	211	30	436
"RPL4_2"	"RPL4"	229	273	550	271	161	232	302	274	332	88	72	339	282	330	45
"RPL4_4"	"RPL4"	31	21	0	0	1	7	0	0	0	43	0	0	0	0	0
"RPL4_6"	"RPL4"	396	420	824	371	202	300	233	164	421	262	564	506	23	154	148
