"sgRNA"	"Gene"	"exp_mock_1"	"exp_mock_2"	"exp_rcVSV_1"	"exp_rcVSV_2"	"exp_hku5_1"	"exp_hku5_2"	"exp_sars2_1"	"exp_sars2_2"	"exp_mers_1"	"exp_mers_2"	"exp_t1015n_1"	"exp_t1015n_2"	"exp_emcv_1"	"exp_emcv_2"	"exp_iav_1"
"RPL4_7"	"RPL4"	267	198	243	129	81	256	159	210	1052	75	1360	1303	1	20	356
"RPL4_8"	"RPL4"	800	885	897	480	331	606	437	487	622	754	525	1263	274	607	549
"RPL5_1"	"RPL5"	112	93	48	13	43	69	15	16	57	24	7	164	15	215	4
"RPL5_11"	"RPL5"	1538	1934	1384	507	467	732	855	683	4767	1454	4100	4913	528	685	320
"RPL5_3"	"RPL5"	1065	1158	3185	1910	1093	1454	961	1128	1437	741	759	1445	1040	1336	855
"RPL5_6"	"RPL5"	96	141	22	48	31	30	61	13	166	180	186	38	49	249	309
"RPL5_7"	"RPL5"	29	25	6	28	16	8	91	8	0	6	0	0	0	0	0
"RPL5_8"	"RPL5"	10	62	80	14	12	8	10	17	106	0	0	0	0	0	0
"RPL6_12"	"RPL6"	576	627	1294	762	715	612	1169	852	691	752	180	497	105	141	595
"RPL6_13"	"RPL6"	258	280	456	181	162	249	227	217	346	161	83	464	8	309	23
"RPL6_21"	"RPL6"	110	106	410	56	135	218	186	134	72	13	244	16	57	188	8
"RPL6_3"	"RPL6"	498	500	836	638	394	397	640	550	1025	277	429	345	6	121	359
"RPL6_5"	"RPL6"	366	468	309	178	208	157	261	193	630	200	471	646	1805	957	268
"RPL6_6"	"RPL6"	176	173	573	447	110	231	546	598	58	20	81	138	0	55	7
"RPL7_1"	"RPL7"	366	553	297	375	368	373	430	610	286	216	396	81	1	215	124
"RPL7_11"	"RPL7"	142	147	63	39	60	36	63	33	137	6	46	230	34	129	121
"RPL7_12"	"RPL7"	287	242	324	266	122	150	226	194	597	424	310	524	176	423	565
"RPL7_13"	"RPL7"	35	17	19	27	3	19	10	30	0	2	0	19	0	0	0
"RPL7_6"	"RPL7"	200	195	213	113	112	99	63	60	267	8	0	4	8	232	112
"RPL7_7"	"RPL7"	327	228	479	336	218	119	340	310	379	275	773	471	167	472	425
"RPL7A_1"	"RPL7A"	469	426	400	317	195	245	200	235	93	109	405	314	8	178	17
"RPL7A_2"	"RPL7A"	1810	1811	1386	916	838	1197	966	1304	1588	1277	722	1694	4492	2450	3455
"RPL7A_3"	"RPL7A"	69	102	56	82	33	30	16	5	5	150	175	18	0	0	0
"RPL7A_4"	"RPL7A"	2805	3184	4091	2431	1691	1777	1916	2155	5027	3648	3598	4992	11433	5488	3361
"RPL7A_5"	"RPL7A"	1410	1691	1035	916	674	728	486	529	2631	870	1908	1307	588	1392	1191
"RPL7A_6"	"RPL7A"	1551	1354	3469	2246	1493	1522	2205	2195	1915	1600	1318	1603	64	979	1693
"RPL8_1"	"RPL8"	25	32	17	39	13	8	8	9	0	57	0	0	0	0	0
"RPL8_11"	"RPL8"	1083	962	2059	1489	862	1262	1192	1331	3019	1299	1289	1648	329	957	1495
"RPL8_15"	"RPL8"	283	325	529	248	214	249	193	128	64	87	138	231	772	24	359
"RPL8_5"	"RPL8"	15	3	46	40	12	12	0	0	22	0	9	0	0	0	0
"RPL8_7"	"RPL8"	548	601	675	469	448	435	409	342	602	164	26	717	509	66	8
"RPL8_8"	"RPL8"	169	234	635	655	247	258	597	434	114	143	108	104	10	61	214
"RPL9_11"	"RPL9"	28	6	12	17	4	2	0	1	0	0	0	0	0	0	0
"RPL9_12"	"RPL9"	275	232	661	325	412	324	540	469	369	22	23	129	706	55	54
"RPL9_13"	"RPL9"	35	59	86	6	10	50	25	45	58	74	180	35	0	0	0
"RPL9_5"	"RPL9"	218	359	502	160	192	96	98	117	746	53	0	36	40	278	62
"RPL9_7"	"RPL9"	98	100	152	204	117	52	104	103	123	111	22	1	0	8	53
"RPL9_8"	"RPL9"	256	259	200	189	126	191	78	136	322	104	177	215	174	159	98
"RPLP0_3"	"RPLP0"	210	220	535	260	343	162	279	215	231	96	171	328	12	93	34
"RPLP0_5"	"RPLP0"	429	305	981	720	311	396	220	264	59	165	0	202	7	132	219
"RPLP0_6"	"RPLP0"	56	26	38	38	16	57	13	17	20	10	0	0	0	32	0
"RPLP0_7"	"RPLP0"	70	137	283	37	87	109	151	179	107	107	0	313	0	171	0
"RPLP0_8"	"RPLP0"	448	491	1329	643	450	454	398	407	525	189	261	246	234	480	94
"RPLP0_9"	"RPLP0"	1262	1420	2881	1742	1201	934	1256	1191	2543	2693	2324	2830	24	290	419
"RPN1_1"	"RPN1"	218	170	196	210	84	58	64	78	250	126	219	64	1	19	11
"RPN1_10"	"RPN1"	429	492	385	251	100	116	52	92	85	55	30	194	1560	884	843
"RPN1_11"	"RPN1"	251	183	233	146	94	153	89	170	186	58	63	414	106	374	1036
"RPN1_13"	"RPN1"	336	533	1024	471	350	632	542	522	162	216	305	386	180	426	143
"RPN1_7"	"RPN1"	780	1073	1455	1340	846	858	703	581	4725	1029	1476	1140	3422	1442	899
"RPN1_8"	"RPN1"	336	379	83	75	57	115	106	39	364	53	235	88	5	138	7
"RPN2_16"	"RPN2"	161	193	19	0	23	14	10	41	9	4	17	180	397	768	654
"RPN2_17"	"RPN2"	820	894	1616	1098	754	828	675	845	1488	671	848	1224	141	535	678
"RPN2_5"	"RPN2"	244	283	371	368	256	200	523	473	293	47	54	185	15	134	141
"RPN2_6"	"RPN2"	1528	1384	2904	1789	1870	1517	1345	1600	3502	2917	2365	3120	30	542	506
"RPN2_7"	"RPN2"	487	533	314	323	316	280	346	410	345	99	507	463	113	806	171
"RPN2_9"	"RPN2"	831	791	944	651	449	479	457	618	1065	454	355	333	198	635	644
"RPS10_1"	"RPS10"	386	426	395	185	309	329	382	405	1936	1338	291	1583	8	115	108
"RPS10_2"	"RPS10"	328	315	326	279	115	348	257	321	77	48	0	13	254	49	234
"RPS10_4"	"RPS10"	721	916	606	824	676	418	632	561	2537	583	918	740	825	261	498
"RPS10_6"	"RPS10"	137	150	94	77	163	46	122	105	385	38	231	45	0	45	16
"RPS10_7"	"RPS10"	225	211	108	164	84	40	105	63	210	111	37	88	154	404	443
"RPS10_9"	"RPS10"	398	528	675	628	409	431	363	672	733	379	265	265	59	165	57
"RPS11_1"	"RPS11"	111	84	259	39	180	52	110	72	73	18	0	47	0	29	43
"RPS11_10"	"RPS11"	98	121	75	52	99	44	13	59	49	132	46	0	0	39	0
"RPS11_12"	"RPS11"	146	87	228	225	213	130	233	206	113	24	0	0	844	14	37
"RPS11_6"	"RPS11"	387	424	329	347	275	300	186	229	75	54	65	81	0	159	376
"RPS11_7"	"RPS11"	264	470	538	192	247	187	140	164	392	275	171	207	29	80	540
"RPS11_8"	"RPS11"	408	428	380	233	209	329	199	296	217	285	110	334	88	223	398
"RPS12_11"	"RPS12"	506	721	570	542	266	494	235	123	576	45	126	63	343	145	636
"RPS12_4"	"RPS12"	334	356	272	192	205	302	156	170	338	82	9	150	181	295	149
"RPS12_5"	"RPS12"	143	167	258	153	146	143	134	128	129	65	88	117	6	42	18
"RPS12_6"	"RPS12"	722	753	2764	1685	1184	1202	988	1199	2341	2398	1216	1741	99	429	394
"RPS12_8"	"RPS12"	806	944	1886	1064	913	913	987	824	4426	2170	1027	2530	907	673	224
"RPS12_9"	"RPS12"	125	104	136	35	132	68	125	105	129	7	35	0	5	44	10
"RPS13_3"	"RPS13"	217	209	294	267	210	260	162	170	19	36	82	58	4	67	42
"RPS13_4"	"RPS13"	266	340	441	238	157	121	109	164	186	155	55	163	0	16	68
"RPS13_6"	"RPS13"	730	835	1449	1343	942	754	931	880	1564	1051	342	793	30	898	602
"RPS13_7"	"RPS13"	37	40	0	0	0	6	11	9	0	0	19	0	52	70	0
"RPS13_8"	"RPS13"	170	126	136	121	72	88	90	116	62	31	110	198	6	156	170
"RPS13_9"	"RPS13"	1137	1056	1870	884	860	796	902	1035	2243	873	691	1826	1509	631	275
"RPS14_1"	"RPS14"	70	57	73	77	51	18	75	81	20	28	17	26	476	10	26
"RPS14_10"	"RPS14"	770	897	723	449	431	411	718	721	696	204	310	671	2814	1321	3921
"RPS14_4"	"RPS14"	454	570	913	563	508	584	457	561	1538	1235	481	950	849	318	7
"RPS14_6"	"RPS14"	235	146	354	445	288	411	287	182	450	103	243	209	3	61	51
"RPS14_7"	"RPS14"	187	213	255	104	78	140	92	79	451	83	59	119	227	26	58
"RPS14_8"	"RPS14"	487	464	871	593	460	594	367	451	1635	591	605	987	136	302	263
"RPS15_11"	"RPS15"	72	114	100	122	56	83	24	36	24	110	58	28	6	33	0
"RPS15_15"	"RPS15"	592	527	623	381	443	476	474	510	1056	923	419	688	1419	335	158
"RPS15_16"	"RPS15"	73	111	64	49	20	37	23	20	341	187	76	92	1	57	1
"RPS15_20"	"RPS15"	42	83	0	5	2	25	15	17	86	34	0	0	82	85	0
"RPS15_6"	"RPS15"	47	56	71	0	55	21	12	55	67	0	0	0	0	76	0
"RPS15_7"	"RPS15"	740	771	288	212	222	156	152	176	272	546	208	321	195	700	230
"RPS16_12"	"RPS16"	62	28	62	8	41	31	40	35	30	42	0	0	0	53	0
"RPS16_16"	"RPS16"	126	134	85	24	59	76	61	86	13	19	19	19	1	13	0
"RPS16_4"	"RPS16"	374	340	242	93	141	75	41	49	256	160	162	239	757	548	388
"RPS16_5"	"RPS16"	86	91	29	41	46	41	64	31	162	29	40	90	528	152	11
"RPS16_6"	"RPS16"	391	453	599	315	226	278	205	279	909	528	237	554	3	72	106
"RPS16_7"	"RPS16"	895	661	920	745	460	516	719	717	1503	357	848	1668	98	450	344
"RPS17_11"	"RPS17"	624	795	650	417	301	265	368	293	574	607	424	592	180	604	297
"RPS17_2"	"RPS17"	43	23	20	12	30	40	68	49	0	0	68	8	1	30	15
"RPS17_4"	"RPS17"	237	246	313	273	226	205	251	261	73	38	0	120	40	15	0
"RPS17_6"	"RPS17"	222	231	590	197	169	143	256	177	116	70	0	125	570	222	52
"RPS17_7"	"RPS17"	72	151	163	73	52	98	80	60	0	35	0	88	0	0	69
"RPS17_9"	"RPS17"	198	225	248	206	143	118	97	243	255	110	62	184	10	159	21
"RPS18_1"	"RPS18"	669	607	865	760	243	566	582	577	1888	1378	1407	1570	162	553	611
"RPS18_2"	"RPS18"	411	545	392	395	377	304	221	319	445	161	167	484	6	137	61
"RPS18_3"	"RPS18"	13	4	0	10	3	0	0	0	0	11	18	0	0	0	0
"RPS18_6"	"RPS18"	354	322	201	22	151	177	57	97	717	309	856	393	1386	708	80
"RPS18_7"	"RPS18"	19	40	0	0	64	11	17	12	0	32	0	0	0	20	42
"RPS18_8"	"RPS18"	222	164	260	75	52	145	67	129	156	18	60	929	0	2	171
"RPS19_2"	"RPS19"	18	0	0	0	0	0	0	0	0	24	0	0	0	0	1
"RPS19_3"	"RPS19"	69	27	0	10	5	3	0	0	23	0	0	0	0	13	0
"RPS19_6"	"RPS19"	19	99	79	37	43	70	60	6	455	36	96	254	0	11	0
"RPS19_7"	"RPS19"	209	190	795	309	270	232	312	215	32	58	101	0	0	45	97
"RPS19_8"	"RPS19"	108	183	60	82	35	48	25	47	0	40	0	0	0	24	6
"RPS19_9"	"RPS19"	254	423	6	12	60	27	30	14	1700	1705	939	2419	157	185	336
"RPS2_16"	"RPS2"	498	511	306	326	108	172	274	147	379	402	69	103	1615	1013	122
"RPS2_20"	"RPS2"	486	766	588	449	249	428	700	594	435	330	546	309	278	566	93
"RPS2_22"	"RPS2"	1241	1178	2415	1515	910	1048	900	966	1237	485	662	1347	573	575	951
"RPS2_23"	"RPS2"	728	708	1034	664	690	618	830	536	709	555	602	327	63	557	530
"RPS2_24"	"RPS2"	257	277	481	244	232	118	239	275	247	237	117	291	197	284	104
"RPS2_8"	"RPS2"	763	803	1643	1019	915	790	805	1020	816	649	162	1246	2	129	478
"RPS20_14"	"RPS20"	473	718	63	76	31	66	59	18	1090	485	474	532	217	181	285
"RPS20_2"	"RPS20"	576	446	709	311	386	413	550	556	971	810	347	271	637	85	466
"RPS20_3"	"RPS20"	192	186	462	248	216	198	372	373	211	47	19	33	0	28	16
"RPS20_7"	"RPS20"	96	122	137	60	24	60	46	45	99	12	112	100	0	49	0
"RPS20_8"	"RPS20"	94	183	77	103	77	81	320	188	48	26	0	20	1	91	312
"RPS20_9"	"RPS20"	430	472	313	176	211	178	152	221	245	472	151	883	6	201	225
"RPS23_1"	"RPS23"	260	163	363	144	117	153	82	128	461	82	117	515	968	133	52
"RPS23_13"	"RPS23"	187	184	205	118	224	263	113	171	168	111	110	249	0	42	2
"RPS23_2"	"RPS23"	24	25	8	26	9	34	21	24	11	7	12	0	0	6	0
"RPS23_7"	"RPS23"	800	689	505	327	182	304	178	283	559	402	229	636	539	922	322
"RPS23_8"	"RPS23"	168	269	190	133	88	133	213	143	230	0	77	92	9	13	336
"RPS25_11"	"RPS25"	162	116	53	65	57	71	53	28	230	57	73	116	48	213	0
"RPS25_15"	"RPS25"	108	172	64	53	48	101	51	80	118	166	71	221	227	640	0
"RPS25_16"	"RPS25"	208	168	261	85	73	98	31	47	209	68	7	40	896	641	232
"RPS25_2"	"RPS25"	364	453	786	321	340	290	293	344	101	225	208	261	896	612	16
"RPS25_5"	"RPS25"	190	157	215	209	99	74	157	210	41	4	19	50	218	509	175
"RPS25_7"	"RPS25"	815	804	1186	1181	616	883	1001	774	1957	753	944	1481	760	1233	14
"RPS26_1"	"RPS26"	1445	1314	745	728	485	530	755	723	4726	2827	2592	5608	7	334	302
"RPS26_2"	"RPS26"	327	291	227	164	174	165	156	173	242	111	147	198	200	76	0
"RPS26_3"	"RPS26"	889	1108	949	594	632	739	827	724	1413	1197	257	1182	1065	1066	313
"RPS26_4"	"RPS26"	2268	2441	3824	2276	1870	2066	1806	1813	5518	2499	2403	3964	4026	2690	2072
"RPS26_5"	"RPS26"	699	776	560	312	479	296	290	365	717	172	128	497	462	694	990
"RPS26_6"	"RPS26"	370	446	288	146	304	210	138	189	633	393	1096	505	21	357	2404
"RPS27A_10"	"RPS27A"	327	389	311	201	171	199	169	168	312	110	170	372	59	270	7
"RPS27A_11"	"RPS27A"	1239	1066	835	567	467	426	554	499	1408	969	420	1090	55	799	198
"RPS27A_3"	"RPS27A"	153	164	44	44	31	16	35	8	0	30	67	41	138	41	176
"RPS27A_5"	"RPS27A"	32	19	27	24	71	61	98	51	0	48	11	99	0	12	143
"RPS27A_8"	"RPS27A"	77	173	20	28	7	16	14	27	15	66	0	11	0	100	32
"RPS27A_9"	"RPS27A"	1125	1539	2744	2030	1065	1515	1798	1828	2003	1554	478	1043	541	1068	444
"RPS28_1"	"RPS28"	855	699	1675	477	501	614	454	594	542	196	385	279	56	275	66
"RPS28_14"	"RPS28"	449	416	476	480	121	185	306	208	427	35	225	312	6	217	18
"RPS28_15"	"RPS28"	79	41	112	58	66	43	41	25	0	4	139	0	0	0	0
"RPS28_16"	"RPS28"	129	177	37	114	33	45	53	47	113	64	0	66	598	339	42
"RPS28_17"	"RPS28"	457	377	575	219	118	220	233	233	303	92	96	419	495	61	359
"RPS28_6"	"RPS28"	162	328	329	103	113	147	140	187	240	350	215	816	81	227	215
"RPS3_3"	"RPS3"	203	232	460	443	553	329	324	472	1042	185	325	153	3	130	223
"RPS3_4"	"RPS3"	82	164	270	332	304	188	162	139	60	127	20	252	0	6	0
"RPS3_5"	"RPS3"	422	521	1074	732	659	385	448	406	1538	611	646	1016	51	208	759
"RPS3_6"	"RPS3"	46	35	49	92	152	13	18	0	3	19	4	13	1	0	3
"RPS3_7"	"RPS3"	1218	1388	1353	875	986	917	1065	1047	2071	1499	1268	1724	301	1214	139
"RPS3_8"	"RPS3"	198	233	180	235	267	89	109	64	79	26	78	55	0	35	0
"RPS3A_1"	"RPS3A"	884	774	1125	895	755	685	680	607	2351	691	1625	1297	260	138	98
"RPS3A_2"	"RPS3A"	79	50	36	7	3	7	19	25	0	61	10	97	2	60	3
"RPS3A_3"	"RPS3A"	399	531	376	338	201	222	221	244	1307	517	374	858	617	644	1009
"RPS3A_4"	"RPS3A"	901	1310	964	699	654	645	558	551	999	642	342	988	2097	1830	181
"RPS3A_5"	"RPS3A"	1449	1719	3622	2463	1367	2098	2882	2758	2711	1598	1319	1644	269	814	1127
"RPS3A_6"	"RPS3A"	217	174	254	168	121	120	153	124	83	69	75	97	6	206	406
"RPS4X_1"	"RPS4X"	20	55	10	59	20	59	3	11	30	0	0	10	0	0	0
"RPS4X_2"	"RPS4X"	125	148	154	93	177	164	82	132	538	113	175	614	0	0	0
"RPS4X_3"	"RPS4X"	185	154	395	305	150	290	231	248	534	101	112	46	80	215	0
"RPS4X_4"	"RPS4X"	113	189	115	100	117	55	102	93	0	26	19	0	28	22	0
"RPS4X_5"	"RPS4X"	449	526	675	460	257	426	211	274	95	345	315	144	2165	1043	164
"RPS4X_6"	"RPS4X"	1760	2129	4587	3256	1878	1971	2339	2787	2642	1106	1293	1585	1778	2525	1015
"RPS5_13"	"RPS5"	93	79	71	27	115	80	106	102	307	97	366	408	1	271	5
"RPS5_2"	"RPS5"	2370	2769	6314	4829	2511	3321	3919	3654	4004	2171	2282	3931	1593	1532	1134
"RPS5_3"	"RPS5"	54	31	6	0	8	11	4	3	68	0	0	0	0	0	0
"RPS5_4"	"RPS5"	751	703	1429	890	847	466	815	794	496	179	255	904	242	982	510
"RPS5_5"	"RPS5"	1363	1671	2289	1646	1534	1173	1734	1391	2999	880	846	1006	331	361	2148
"RPS5_8"	"RPS5"	88	99	184	173	48	94	60	72	43	27	9	61	6	46	3
"RPS6_1"	"RPS6"	139	87	210	157	89	95	66	148	123	64	18	129	0	47	0
"RPS6_2"	"RPS6"	798	959	1766	1091	584	1048	818	903	1458	866	742	710	229	385	387
"RPS6_4"	"RPS6"	314	341	455	196	160	214	210	222	119	140	46	225	5	184	356
"RPS6_5"	"RPS6"	490	501	1006	394	245	239	324	266	62	65	55	76	963	383	87
"RPS6_6"	"RPS6"	664	748	965	473	254	561	525	402	2041	656	586	845	582	1005	408
"RPS6_7"	"RPS6"	100	113	69	92	148	77	41	51	136	14	42	95	639	44	40
"RPS6KA3_1"	"RPS6KA3"	904	971	1792	1044	960	918	631	955	2201	990	793	702	1609	3226	1995
"RPS6KA3_2"	"RPS6KA3"	1838	2016	2329	1733	1192	1581	1240	1082	4641	2286	2183	3604	2969	3805	933
"RPS6KA3_3"	"RPS6KA3"	1775	1795	2728	2080	1500	1350	1537	1571	3020	1992	1460	3427	2408	3004	1372
"RPS6KA3_4"	"RPS6KA3"	1682	2006	2004	1245	1222	1088	2063	1730	1600	1462	1013	1394	929	1829	3724
"RPS6KA3_5"	"RPS6KA3"	809	1040	610	569	333	402	340	432	2021	705	645	1179	1718	2247	1798
"RPS6KA3_6"	"RPS6KA3"	695	682	1112	708	693	555	436	489	1472	515	488	1457	2323	4800	1399
"RPS8_1"	"RPS8"	202	359	288	238	138	336	185	120	238	95	70	239	5	56	13
"RPS8_13"	"RPS8"	92	67	73	119	66	158	63	83	93	283	18	65	1	0	0
"RPS8_14"	"RPS8"	280	181	255	95	145	178	216	160	160	169	128	138	0	72	78
"RPS8_2"	"RPS8"	12	2	8	11	2	4	0	0	15	0	0	0	0	0	90
"RPS8_3"	"RPS8"	117	100	95	33	83	62	31	47	45	10	0	49	59	14	13
"RPS8_7"	"RPS8"	161	103	238	211	191	156	186	127	434	142	34	497	1	46	3
"RPS9_1"	"RPS9"	80	80	0	38	69	58	12	68	32	0	0	26	0	28	61
"RPS9_3"	"RPS9"	356	452	320	196	241	178	187	196	173	178	147	140	13	128	252
"RPS9_5"	"RPS9"	279	351	361	280	131	185	338	265	62	226	557	277	780	520	16
"RPS9_6"	"RPS9"	122	63	53	61	103	111	105	146	352	3	57	621	17	98	0
"RPS9_8"	"RPS9"	664	526	1153	848	468	540	826	876	1328	705	273	319	326	502	941
"RPS9_9"	"RPS9"	316	401	876	771	408	817	589	488	1141	716	841	835	20	85	13
"RPSA_1"	"RPSA"	198	232	375	192	164	192	69	112	652	324	305	434	29	253	0
"RPSA_3"	"RPSA"	2975	3135	5995	3597	2714	2873	2959	3118	4038	1549	3145	3877	4775	2591	2810
"RPSA_5"	"RPSA"	277	279	241	158	90	156	165	173	398	94	28	137	209	294	132
"RPSA_6"	"RPSA"	105	108	74	20	7	64	77	43	73	94	0	390	0	15	8
"RPSA_7"	"RPSA"	1280	1429	2180	1283	1079	1347	1189	1043	1840	503	578	563	2067	956	2471
"RPSA_8"	"RPSA"	739	760	1110	1073	793	730	967	865	2383	1853	556	1027	277	529	418
"RRBP1_1"	"RRBP1"	1665	2060	1131	936	665	831	710	586	3727	2902	887	3152	608	869	1952
"RRBP1_11"	"RRBP1"	1058	1093	1117	958	433	689	644	1011	4735	1944	909	2202	2056	1948	503
"RRBP1_3"	"RRBP1"	894	921	1081	630	409	491	659	812	770	514	431	1729	1855	1469	372
"RRBP1_4"	"RRBP1"	3309	4423	10314	6853	5180	5814	6032	6328	13012	5157	4767	6625	1769	1352	1386
"RRBP1_6"	"RRBP1"	1131	1283	1991	1458	1007	907	1254	1330	2155	727	1322	1343	243	484	677
"RRBP1_7"	"RRBP1"	1708	1607	1616	1097	869	1081	1126	1075	1676	1135	1404	1365	436	713	1796
"RRM1_2"	"RRM1"	24	22	38	19	11	15	9	12	0	3	0	0	0	35	0
"RRM1_3"	"RRM1"	452	566	1396	815	808	629	957	725	1809	585	1205	1064	634	424	501
"RRM1_4"	"RRM1"	373	313	760	353	286	345	189	304	970	954	426	1702	3	118	32
"RRM1_5"	"RRM1"	21	40	44	0	6	7	8	5	27	0	0	0	4	0	0
"RRM1_8"	"RRM1"	65	59	33	21	21	50	10	19	197	12	174	0	3	0	34
"RRM1_9"	"RRM1"	783	611	1407	1019	472	659	870	1324	798	402	280	337	80	106	150
"RTCA_1"	"RTCA"	402	458	704	499	367	387	228	319	1406	258	1092	1614	9	161	301
"RTCA_3"	"RTCA"	1189	1662	2177	1440	1157	1251	1570	1885	1485	691	608	1359	36	785	780
"RTCA_4"	"RTCA"	1654	1672	3960	2538	1673	1796	3715	4241	943	414	894	1437	1366	969	447
"RTCA_6"	"RTCA"	1474	1638	1295	1209	865	874	1339	1058	1813	690	593	1775	1871	1911	881
"RTCA_8"	"RTCA"	705	825	803	408	635	473	260	298	1386	555	222	567	521	258	308
"RTCA_9"	"RTCA"	1580	1567	1465	677	632	751	605	545	985	504	668	741	1849	1704	1559
"RTCB_1"	"RTCB"	62	24	42	22	44	25	14	13	0	0	0	34	0	168	0
"RTCB_2"	"RTCB"	879	879	1609	1120	755	755	1203	1189	401	338	309	591	7	273	1134
"RTCB_4"	"RTCB"	158	130	77	103	56	67	23	62	97	36	66	289	0	0	68
"RTCB_6"	"RTCB"	56	15	11	50	9	7	0	1	35	22	99	0	0	19	0
"RTCB_7"	"RTCB"	338	317	313	338	215	380	326	236	388	148	170	447	1226	702	331
"RTCB_9"	"RTCB"	246	299	120	116	99	116	87	88	277	126	126	270	191	362	198
"RTN4_1"	"RTN4"	946	1025	719	357	284	442	433	455	620	773	379	689	2399	1282	1378
"RTN4_4"	"RTN4"	2366	2558	5348	3399	2485	2822	3250	3392	4936	2955	2316	2813	797	1597	2316
"RTN4_5"	"RTN4"	1202	1671	3931	1993	1715	2040	2242	2431	7880	2898	2548	5931	182	1060	561
"RTN4_6"	"RTN4"	831	634	600	365	224	206	185	215	247	302	139	475	492	1412	197
"RTN4_7"	"RTN4"	928	921	790	685	469	652	698	596	1825	652	611	1524	98	208	203
"RTN4_8"	"RTN4"	1364	1368	1887	924	891	952	956	1116	1993	929	410	1336	198	859	696
"RTRAF_1"	"RTRAF"	705	878	871	590	437	449	770	631	1592	684	2345	1538	1357	1494	1118
"RTRAF_2"	"RTRAF"	169	162	750	446	251	273	646	689	173	11	147	48	187	367	62
"RTRAF_3"	"RTRAF"	1144	1184	1430	856	827	732	1449	1472	5064	1812	902	1806	568	1383	1137
"RTRAF_4"	"RTRAF"	168	138	276	177	103	223	128	97	64	152	210	223	120	33	130
"RTRAF_5"	"RTRAF"	865	897	2151	1033	895	971	1459	1401	2483	1826	665	1694	604	379	334
"RTRAF_6"	"RTRAF"	1539	1540	687	552	377	479	686	719	2313	929	1144	435	7708	4986	1156
"RUVBL1_1"	"RUVBL1"	118	142	84	24	68	61	71	111	53	42	155	466	3	83	80
"RUVBL1_4"	"RUVBL1"	222	192	324	209	131	114	121	121	540	160	77	152	12	43	31
"RUVBL1_6"	"RUVBL1"	704	466	661	359	450	271	299	394	682	296	556	292	3577	2696	1591
"RUVBL1_7"	"RUVBL1"	168	151	251	107	103	203	172	173	239	72	140	207	2	94	0
"RUVBL1_8"	"RUVBL1"	198	218	263	245	64	196	180	271	180	29	163	39	2	34	0
"RUVBL1_9"	"RUVBL1"	907	959	1115	778	445	561	990	880	1332	647	663	789	143	740	344
"RUVBL2_14"	"RUVBL2"	584	506	1126	1057	568	774	1203	1080	1821	381	632	1424	118	136	154
"RUVBL2_16"	"RUVBL2"	110	106	48	93	125	23	50	157	18	117	0	48	2	138	107
"RUVBL2_2"	"RUVBL2"	25	19	5	13	0	0	0	0	0	8	0	5	4	12	0
"RUVBL2_3"	"RUVBL2"	351	367	489	308	200	245	266	255	648	209	0	551	73	72	450
"RUVBL2_5"	"RUVBL2"	26	13	7	0	6	6	7	0	0	0	0	0	0	0	0
"RUVBL2_6"	"RUVBL2"	210	200	399	110	121	157	182	266	485	358	457	530	557	32	0
"S100A11_1"	"S100A11"	1115	1376	874	446	310	413	714	391	1582	1020	1560	1211	223	1009	3937
"S100A11_19"	"S100A11"	272	343	426	293	222	242	254	313	216	226	79	128	7	13	46
"S100A11_20"	"S100A11"	1754	1617	1767	1512	965	1066	1121	1288	2851	1576	1532	1717	2507	2325	589
"S100A11_24"	"S100A11"	1626	1627	2421	1514	1572	1453	1118	1285	1385	587	973	1848	652	641	1241
"S100A11_3"	"S100A11"	1139	1049	1936	1354	756	1261	1242	1283	1364	660	605	862	1600	1208	1190
"S100A11_7"	"S100A11"	1030	1002	1027	648	623	575	753	900	2974	757	684	1035	14	414	441
"S100A4_1"	"S100A4"	2102	2707	3286	1976	1637	1446	2098	2252	4441	1957	1377	2380	4773	4925	2666
"S100A4_2"	"S100A4"	1247	1235	1987	1042	695	1216	973	1202	1082	885	875	981	489	606	929
"S100A4_4"	"S100A4"	1864	2347	1318	1411	527	683	672	823	6752	2953	2023	2686	2264	2094	426
"S100A4_5"	"S100A4"	1586	2016	1923	1133	754	831	742	604	5838	2284	2776	3697	1739	2058	1001
"S100A4_6"	"S100A4"	699	857	1413	810	567	604	528	612	1512	657	890	1147	491	1319	992
"S100A4_7"	"S100A4"	728	786	2205	1218	614	1003	1113	1057	2114	435	916	742	19	390	417
"S100A6_1"	"S100A6"	1610	1962	2791	2387	1547	1559	1806	2293	11830	5539	3818	3438	1606	2160	708
"S100A6_2"	"S100A6"	1065	1252	984	842	677	490	901	969	1913	1159	337	1071	1280	1077	1380
"S100A6_4"	"S100A6"	1831	2286	2826	1872	1235	1475	1655	1556	3038	2155	1466	2030	509	1562	831
"S100A6_5"	"S100A6"	2134	2173	3521	2051	2062	1697	2365	2499	4484	2359	1403	2520	1701	1988	1357
"S100A6_6"	"S100A6"	2055	1704	2030	1326	927	998	1048	1284	1908	664	1521	1179	493	2587	1128
"S100A6_7"	"S100A6"	890	784	524	493	520	355	356	440	592	464	587	588	896	1042	849
"S100P_11"	"S100P"	898	1112	1192	1087	473	565	782	711	4539	1559	1638	2082	963	815	1166
"S100P_13"	"S100P"	1315	1684	931	682	267	488	586	504	3193	1394	2270	2720	2404	3502	1956
