"sgRNA"	"Gene"	"mito_mock_1"	"mito_mock_2"	"mito_rcVSV_1"	"mito_rcVSV_2"	"mito_hku5_1"	"mito_hku5_2"	"mito_sars2_1"	"mito_sars2_2"	"mito_mers_1"	"mito_mers_2"	"mito_t1015n_1"	"mito_t1015n_2"	"mito_emcv_1"	"mito_emcv_2"	"mito_iav_1"	"mito_iav_2"
"SLC27A3_15"	"SLC27A3"	744	919	287	618	585	846	422	814	1193	138	486	725	1133	199	1015	118
"SLC27A3_16"	"SLC27A3"	1148	1355	677	1825	1520	1789	1856	1688	620	637	996	628	881	363	1166	220
"SLC27A3_9"	"SLC27A3"	1172	1217	474	1576	993	1327	715	815	3116	1662	1755	2104	5004	161	1464	125
"SLC35F6_11"	"SLC35F6"	1712	2030	1256	3586	1781	2802	3452	3504	1222	1195	2210	2169	5179	1583	1249	546
"SLC35F6_3"	"SLC35F6"	1185	1288	445	1360	1007	1119	843	746	1716	698	958	737	826	466	1378	60
"SLC35F6_4"	"SLC35F6"	879	874	229	1294	734	1025	534	473	638	475	196	415	1514	2248	322	10
"SLC35F6_6"	"SLC35F6"	2286	2513	1206	3619	2695	3255	2630	3353	2155	1383	1988	1780	1291	2094	1869	606
"SLC35F6_7"	"SLC35F6"	1186	1506	692	1853	1640	1781	1775	1786	1454	1299	1311	1686	162	140	273	551
"SLC35F6_9"	"SLC35F6"	1395	1731	1035	2899	2190	2677	2811	1848	1620	1247	2635	2238	3034	399	2638	3595
"SLC44A1_1"	"SLC44A1"	761	776	756	1765	1579	1107	1454	1914	2041	551	1156	1519	839	845	293	50
"SLC44A1_2"	"SLC44A1"	981	1155	806	2799	1889	1963	1929	2201	2364	1066	2138	1538	739	153	879	527
"SLC44A1_4"	"SLC44A1"	900	1219	1037	2758	1420	2308	2361	2286	1166	1287	1107	1579	310	591	1554	25
"SLC44A1_6"	"SLC44A1"	1325	1486	750	2073	2278	1757	2337	3219	1358	794	943	1872	3746	1774	487	1896
"SLC44A1_7"	"SLC44A1"	1606	2079	1063	3754	3433	3881	3173	4988	1130	1256	381	527	4385	1811	1166	3414
"SLC44A1_8"	"SLC44A1"	941	920	477	1477	1078	1417	966	1612	1513	686	1096	1148	367	535	867	135
"SLC8A3_12"	"SLC8A3"	652	795	526	1200	982	934	1216	1418	772	269	519	683	44	66	624	106
"SLC8A3_14"	"SLC8A3"	950	1045	511	1612	1084	1106	1255	1232	773	632	1103	667	5427	1470	248	461
"SLC8A3_5"	"SLC8A3"	1798	2080	1136	3547	2126	3122	2640	2505	2046	635	1829	1602	2408	424	2225	709
"SLC8A3_6"	"SLC8A3"	478	723	178	480	516	766	855	800	198	302	237	146	2146	506	1658	26
"SLC8A3_8"	"SLC8A3"	1331	1505	419	1633	1651	2276	1575	2201	1951	1007	1964	1028	1065	405	1739	1826
"SLC8A3_9"	"SLC8A3"	1587	2040	904	3730	1604	2212	1824	1942	1452	770	1779	1874	4331	1654	1396	250
"SLC8B1_1"	"SLC8B1"	1508	1705	545	2116	1438	1627	1502	1691	6354	3123	3539	3497	451	251	1198	1091
"SLC8B1_17"	"SLC8B1"	1828	1899	1661	4014	3218	3807	3646	3568	3750	1955	2426	3071	1237	793	921	814
"SLC8B1_4"	"SLC8B1"	711	728	274	859	668	792	632	563	404	285	200	149	977	127	483	263
"SLC8B1_6"	"SLC8B1"	913	1252	359	980	883	745	920	779	1018	509	1665	1457	352	626	510	698
"SLC8B1_8"	"SLC8B1"	642	782	461	1068	729	1704	1170	775	2095	1657	1916	1258	789	122	679	275
"SLC8B1_9"	"SLC8B1"	751	1105	517	1761	881	1203	1071	1173	46	104	254	512	2626	143	1171	426
"SLC9B2_1"	"SLC9B2"	1282	1709	532	1317	1281	1851	1181	857	648	220	1022	698	3405	1385	502	681
"SLC9B2_10"	"SLC9B2"	903	1033	507	1820	1035	998	894	878	1842	1166	1111	1168	706	401	224	1208
"SLC9B2_11"	"SLC9B2"	1301	1571	711	2596	1529	2120	1432	1282	888	954	1299	1307	522	223	1359	844
"SLC9B2_2"	"SLC9B2"	699	1110	537	1093	1151	1233	1238	1312	789	498	914	705	234	252	324	122
"SLC9B2_4"	"SLC9B2"	713	853	444	1047	413	1084	833	606	549	653	905	908	339	953	480	6
"SLC9B2_8"	"SLC9B2"	713	919	206	660	665	986	398	919	994	434	502	1117	1112	55	645	294
"SLIRP_11"	"SLIRP"	368	445	214	485	443	515	253	423	374	276	346	120	278	95	63	11
"SLIRP_12"	"SLIRP"	1213	1235	779	1194	1938	1889	1582	1460	2556	1633	1970	1801	622	83	1055	300
"SLIRP_14"	"SLIRP"	670	1230	791	2378	1283	1533	2046	2545	576	388	445	442	381	42	530	92
"SLIRP_23"	"SLIRP"	692	861	200	372	447	507	474	513	898	271	550	584	485	79	1211	472
"SLIRP_5"	"SLIRP"	896	1132	440	1020	748	1283	773	943	1450	759	764	648	851	240	1427	134
"SLIRP_8"	"SLIRP"	1729	1882	608	2479	1436	1786	1071	1277	3697	1471	2823	2699	163	1232	1033	305
"SMCP_1"	"SMCP"	2445	2700	1282	5081	3299	3710	3868	4386	3647	1740	3066	3372	1901	3188	1933	3819
"SMCP_2"	"SMCP"	2811	3258	1366	2812	3134	3592	3061	2861	3159	2091	2470	3505	6923	3273	1897	875
"SMCP_3"	"SMCP"	2432	2469	1605	4365	2466	4117	3154	3684	5246	2148	2976	4489	3432	847	2486	2873
"SMCP_4"	"SMCP"	1940	2277	696	2108	1617	1502	1735	1865	1684	671	937	1771	4685	1562	3128	2845
"SMCP_5"	"SMCP"	1219	1358	766	2698	1876	1687	1985	2800	1399	781	772	1080	974	584	3287	3137
"SMCP_7"	"SMCP"	3457	3614	2241	6479	3996	5103	5500	6870	5001	1770	1754	1911	8299	849	5175	656
"SMIM20_14"	"SMIM20"	1542	1934	772	2600	2122	2435	2873	3092	1065	606	1297	1328	10878	2297	1209	6191
"SMIM20_2"	"SMIM20"	1177	1669	265	510	608	860	642	838	878	578	786	682	1605	836	1709	343
"SMIM20_21"	"SMIM20"	1365	1421	504	878	1112	1047	1104	1085	953	583	998	1083	1427	808	1927	217
"SMIM20_23"	"SMIM20"	2457	3307	1809	6725	5083	6615	4416	5400	4492	3062	6392	4232	5023	974	3324	2850
"SMIM20_26"	"SMIM20"	1345	1723	699	1927	1581	1704	1317	1389	2295	1128	1954	1175	741	1908	2098	2808
"SMIM20_5"	"SMIM20"	818	1165	516	2147	1539	1722	1301	1467	3004	1423	3197	4087	4303	181	725	3250
"SNN_1"	"SNN"	834	978	447	746	994	911	763	652	821	566	604	758	148	19	535	229
"SNN_2"	"SNN"	1198	1383	363	1446	1194	1194	1004	1611	274	111	492	607	8356	581	1168	1100
"SNN_4"	"SNN"	1181	1786	389	1733	1090	1849	1262	1548	1337	682	894	323	279	176	1462	1357
"SNN_5"	"SNN"	1989	2447	876	4088	2574	3259	3058	2789	2976	822	2158	2077	5151	1806	2050	275
"SNN_6"	"SNN"	742	814	569	1032	1138	870	700	751	736	186	997	1042	1491	535	155	29
"SNN_7"	"SNN"	1091	1345	625	1673	967	1715	971	1121	1732	562	977	893	397	286	418	173
"SOD1_11"	"SOD1"	55	52	10	51	64	73	28	16	0	0	1	58	0	13	0	0
"SOD1_12"	"SOD1"	612	785	286	1054	875	1119	917	1567	424	245	618	526	129	5	564	304
"SOD1_13"	"SOD1"	255	285	47	205	198	197	57	138	282	60	301	361	10	1	143	0
"SOD1_17"	"SOD1"	565	470	324	922	566	1038	812	677	746	178	94	91	280	46	19	90
"SOD1_18"	"SOD1"	1534	1996	1257	4430	3788	4371	3898	3545	1114	434	553	377	596	343	959	1001
"SOD1_5"	"SOD1"	179	196	130	284	158	207	150	209	78	17	127	55	63	16	731	2
"SOD2_10"	"SOD2"	1130	1106	152	474	626	795	517	556	904	776	1425	496	1925	1200	432	695
"SOD2_3"	"SOD2"	968	952	308	1169	720	1189	938	785	1991	848	780	966	3574	348	1114	880
"SOD2_4"	"SOD2"	2483	3115	1716	5008	3498	4468	2934	2930	3836	1425	2039	3077	7108	924	1821	2572
"SOD2_5"	"SOD2"	1095	1161	560	1699	1222	1455	1812	1661	712	472	587	542	8574	1147	2350	3502
"SOD2_6"	"SOD2"	2198	2220	993	3445	2657	2901	2591	3161	2384	1537	1961	2788	2680	917	1923	968
"SOD2_8"	"SOD2"	2388	3135	979	3771	2902	3716	3163	4233	2397	2197	2936	3160	1426	1120	1068	689
"SORD_13"	"SORD"	989	953	660	2114	1505	1175	1523	1736	1484	987	1634	1299	219	989	742	102
"SORD_20"	"SORD"	728	919	363	835	1130	1198	1023	744	989	281	769	297	1120	261	483	353
"SORD_24"	"SORD"	822	796	398	810	987	1011	997	1057	579	300	521	493	83	58	876	238
"SORD_30"	"SORD"	1070	1232	223	641	564	603	453	680	1780	1184	1521	1927	16028	3024	712	417
"SORD_32"	"SORD"	1854	2339	1113	3724	2649	3612	2524	3373	5057	2986	3247	3875	1363	1461	2046	922
"SORD_39"	"SORD"	1263	1285	424	1050	1195	1099	1135	829	1349	1180	842	1116	4603	1568	739	200
"SOX10_1"	"SOX10"	973	916	415	980	696	707	331	633	837	286	753	304	542	457	279	1268
"SOX10_12"	"SOX10"	840	1106	478	1143	1412	1876	1214	1367	1054	631	583	1052	474	439	652	314
"SOX10_2"	"SOX10"	957	1177	445	1874	1147	1211	1069	1399	2096	1280	1514	1421	560	2641	958	418
"SOX10_6"	"SOX10"	1719	2177	1432	4286	3521	4390	3445	3353	2439	1292	1281	1449	3072	238	997	589
"SOX10_7"	"SOX10"	1647	2186	514	1793	1659	1823	1616	1596	801	915	1049	965	6656	2009	1799	2518
"SOX10_9"	"SOX10"	1126	1265	583	1408	1239	1193	972	1086	1878	1129	1274	1694	41	235	383	135
"SPATA19_1"	"SPATA19"	1103	1166	444	1522	938	1512	1227	1162	699	683	991	611	754	223	643	384
"SPATA19_11"	"SPATA19"	1798	1993	747	2030	1946	2299	1956	1874	1303	1133	1728	1862	5250	3313	2190	2232
"SPATA19_12"	"SPATA19"	1917	2085	868	2576	2489	3198	1855	2501	1910	1337	1729	2352	2319	1763	1442	834
"SPATA19_13"	"SPATA19"	428	576	86	300	336	372	338	410	357	181	277	256	1494	148	164	369
"SPATA19_14"	"SPATA19"	1081	1222	554	2129	1381	2108	1293	1658	878	744	1626	1266	6249	1958	1021	787
"SPATA19_5"	"SPATA19"	730	999	462	965	968	1022	1899	1272	641	483	434	427	159	300	1531	289
"SPATA5_1"	"SPATA5"	103	97	22	45	75	68	27	6	10	47	0	5	109	8	0	2
"SPATA5_2"	"SPATA5"	1065	924	601	1735	1108	1647	1211	1105	1026	879	813	151	1939	596	2354	3532
"SPATA5_3"	"SPATA5"	233	254	57	171	112	142	47	87	105	4	62	21	14	0	74	1
"SPATA5_4"	"SPATA5"	272	316	173	614	574	431	223	1197	283	273	524	49	239	2	128	0
"SPATA5_5"	"SPATA5"	109	179	50	83	83	104	76	53	117	219	78	8	772	142	56	0
"SPATA5_6"	"SPATA5"	20	35	6	45	4	10	5	13	15	0	0	10	0	0	38	0
"SPG7_1"	"SPG7"	1059	1215	760	1886	1407	1985	1350	1451	1288	774	1239	684	2104	384	704	673
"SPG7_10"	"SPG7"	2067	2034	1218	4570	3258	3516	2799	3693	1638	954	2268	1000	3431	802	1098	2357
"SPG7_4"	"SPG7"	1391	1602	960	3386	2007	1767	1686	2104	1348	527	1220	733	1864	476	1540	2524
"SPG7_5"	"SPG7"	1504	1500	603	1813	1121	1417	1016	1381	1725	1193	1422	2753	2543	790	482	1975
"SPG7_6"	"SPG7"	1403	1707	1051	2353	2433	2693	2223	2032	1000	548	604	817	668	618	1476	1615
"SPG7_9"	"SPG7"	1746	2119	623	2255	2075	2195	2021	2293	1677	1311	1488	1063	1305	260	629	3824
"SPHK2_10"	"SPHK2"	404	515	88	220	334	402	266	331	315	109	494	239	2713	898	242	18
"SPHK2_3"	"SPHK2"	1350	1370	713	1952	1423	1968	1767	1305	2494	859	2028	3462	1042	650	960	1940
"SPHK2_4"	"SPHK2"	1581	1881	696	1719	2134	2434	1796	2492	1604	851	1365	1772	152	600	3274	959
"SPHK2_5"	"SPHK2"	2013	2329	700	2110	1682	1865	1324	1001	1279	802	1334	1102	1540	889	540	811
"SPHK2_6"	"SPHK2"	1619	2198	1089	2932	2111	3515	3016	3544	2228	1488	1564	1009	9436	664	3237	4343
"SPHK2_7"	"SPHK2"	839	1285	423	1513	898	1327	983	1196	913	962	805	1027	388	164	594	63
"SPIN1_1"	"SPIN1"	967	1163	501	989	1229	1345	1349	1046	1462	724	805	977	485	416	446	418
"SPIN1_2"	"SPIN1"	1224	1366	510	1332	1268	1363	1196	1456	2235	1514	1596	1307	2111	939	411	19
"SPIN1_3"	"SPIN1"	1003	841	293	788	760	806	398	646	792	741	570	922	1690	803	783	1063
"SPIN1_4"	"SPIN1"	227	298	114	286	184	225	364	368	431	303	341	208	462	208	737	176
"SPIN1_5"	"SPIN1"	532	732	197	779	791	744	582	493	514	296	867	308	227	359	40	168
"SPIN1_6"	"SPIN1"	1247	1660	957	2241	1469	2243	2226	2603	1113	423	1147	1042	4198	1112	1116	1131
"SPNS1_1"	"SPNS1"	1049	1150	412	1286	1409	1353	896	728	798	513	766	580	1323	707	189	42
"SPNS1_2"	"SPNS1"	341	554	124	337	308	442	174	250	187	215	370	238	2983	382	90	145
"SPNS1_3"	"SPNS1"	2472	3138	1700	5123	4236	4813	4096	4346	7911	2372	6986	6722	3667	1093	1390	2146
"SPNS1_4"	"SPNS1"	806	1028	840	2506	1748	1757	1669	1485	2707	619	1329	1883	742	90	968	104
"SPNS1_5"	"SPNS1"	1399	1310	1139	3162	2434	2677	1934	1469	2294	1568	1665	1965	1086	277	708	318
"SPNS1_6"	"SPNS1"	810	1185	794	2539	1438	2742	2613	2003	1269	315	1182	1032	321	45	343	19
"SQOR_1"	"SQOR"	2283	2504	1263	4032	2870	2983	3101	2884	3164	2620	2652	1552	1575	508	891	1351
"SQOR_2"	"SQOR"	2280	2713	739	2457	1979	2471	1862	1740	2618	1211	2491	1447	4852	1384	502	688
"SQOR_3"	"SQOR"	408	452	95	256	222	577	176	279	83	49	354	358	880	570	0	66
"SQOR_4"	"SQOR"	4525	5088	2299	6507	4949	6037	3986	4675	4591	3043	6387	4664	7849	1877	4619	4255
"SQOR_5"	"SQOR"	3695	3953	2111	5431	4113	5425	4796	5437	4109	3116	2366	2043	8157	2589	2888	5086
"SQOR_6"	"SQOR"	2273	2753	1056	3005	2516	2693	2339	2491	1384	827	1017	1395	4848	2207	2114	1857
"SQRDL_1"	"SQRDL"	2285	2504	1263	4033	2870	2984	3103	2884	3165	2620	2653	1552	1576	508	891	1351
"SQRDL_2"	"SQRDL"	1859	1676	908	2893	2604	3351	3077	3755	2171	1122	2922	3281	943	936	1658	2226
"SQRDL_3"	"SQRDL"	27	77	20	54	21	9	103	27	14	17	0	0	0	0	0	0
"SQRDL_4"	"SQRDL"	569	879	183	767	659	848	738	710	711	240	704	347	491	115	323	5
"SQRDL_5"	"SQRDL"	3698	3955	2111	5433	4113	5425	4796	5439	4110	3116	2367	2043	8160	2589	2890	5087
"SQRDL_6"	"SQRDL"	4527	5091	2299	6511	4949	6038	3988	4677	4595	3043	6389	4664	7851	1878	4621	4256
"SRC_10"	"SRC"	701	736	452	1268	816	1162	1034	1091	873	618	963	1097	1053	267	331	2757
"SRC_13"	"SRC"	943	977	268	618	644	1071	397	979	870	341	1012	725	2883	553	1128	194
"SRC_3"	"SRC"	742	1002	264	1014	718	794	712	767	1534	429	676	1960	1578	404	1299	524
"SRC_6"	"SRC"	1712	1597	675	1733	1136	1624	1580	2222	1487	1249	1388	649	3652	170	2822	3411
"SRC_7"	"SRC"	1808	1745	753	2248	1686	2787	1729	1543	2832	1092	2334	2082	1784	1324	1354	729
"SRC_8"	"SRC"	1325	1784	552	1933	1602	1985	1663	1397	2413	1225	2570	1881	1636	256	2407	1313
"SSBP1_1"	"SSBP1"	350	408	191	518	372	398	301	137	269	320	484	89	70	295	134	0
"SSBP1_3"	"SSBP1"	766	816	661	1976	1403	1751	1884	1206	979	493	387	587	158	208	1144	48
"SSBP1_4"	"SSBP1"	1233	1485	573	1347	1498	1603	1142	1390	2468	771	3822	1624	66	233	828	512
"SSBP1_5"	"SSBP1"	384	503	192	840	647	974	838	524	276	12	193	319	11	7	0	4
"SSBP1_6"	"SSBP1"	275	318	19	141	66	198	129	75	239	66	53	201	474	442	256	906
"SSBP1_8"	"SSBP1"	417	610	210	1502	898	988	538	409	335	124	340	270	430	106	39	8
"STAP1_2"	"STAP1"	1940	1960	1039	2991	2949	3079	2854	2614	2095	1036	1873	1513	4564	292	237	254
"STAP1_3"	"STAP1"	845	1109	399	1573	1142	1532	1151	952	461	531	443	828	462	868	778	871
"STAP1_4"	"STAP1"	957	1337	347	1007	707	1018	870	1083	937	422	713	499	6182	1363	512	495
"STAP1_5"	"STAP1"	958	1202	170	661	477	749	255	478	737	298	634	300	6700	2841	3981	768
"STAP1_6"	"STAP1"	2121	2182	827	2349	2127	2618	1693	2566	2528	1322	2311	1377	1075	183	1392	679
"STAP1_7"	"STAP1"	925	1020	336	1515	742	1032	1132	1395	1266	941	940	1830	734	247	2308	745
"STAR_1"	"STAR"	2591	3087	1681	5882	3885	4082	3347	3887	4866	3370	5766	3987	4031	2262	1066	1421
"STAR_4"	"STAR"	1132	1242	562	1314	1151	1081	876	1145	731	651	1003	659	998	566	728	1115
"STAR_5"	"STAR"	996	1116	492	1521	1433	1472	1043	1303	2050	898	1708	1330	2891	1069	960	958
"STAR_7"	"STAR"	909	971	411	1657	1266	1064	1688	1709	1719	337	1382	2442	1620	66	250	1306
"STAR_8"	"STAR"	1237	1273	436	919	802	1120	545	1000	1769	2097	3066	1421	1300	682	799	607
"STAR_9"	"STAR"	920	902	373	1083	966	715	634	724	1512	686	1199	920	1019	852	996	1264
"STARD13_1"	"STARD13"	1067	1221	269	479	1044	1337	993	983	989	426	739	1101	2292	1268	1845	1989
"STARD13_2"	"STARD13"	2058	2388	1306	3557	3002	3484	2501	2821	2004	1418	2372	1554	7122	1081	1725	535
"STARD13_3"	"STARD13"	1249	1346	1195	2743	2364	2613	2623	2772	1250	942	1326	1809	398	205	451	497
"STARD13_4"	"STARD13"	2079	2934	1564	4082	3865	4886	2804	3256	1818	820	2298	1930	2428	595	2146	3110
"STARD13_5"	"STARD13"	1204	1270	433	1996	907	1494	1152	1610	1167	449	589	725	403	438	1169	380
"STARD13_8"	"STARD13"	1297	1785	580	1409	1066	1218	1339	1465	1319	888	894	1619	6552	1555	1297	4201
"STARD7_10"	"STARD7"	1048	1265	242	1194	900	773	664	578	1715	537	821	631	88	1093	100	710
"STARD7_3"	"STARD7"	696	993	309	944	719	791	791	907	597	468	883	441	715	177	415	547
"STARD7_4"	"STARD7"	372	362	93	353	212	228	398	533	195	78	70	231	2	4	365	36
"STARD7_5"	"STARD7"	338	341	141	277	254	421	304	315	481	187	256	168	54	37	1023	0
"STARD7_7"	"STARD7"	753	1064	392	776	681	1074	561	933	682	757	887	726	788	310	650	185
"STARD7_8"	"STARD7"	1016	1167	356	1100	826	1360	870	1242	1013	720	1889	939	228	269	263	355
"STING1_1"	"STING1"	1066	1109	434	933	621	1187	997	798	1372	353	464	660	1767	2377	174	1596
"STING1_2"	"STING1"	1487	1698	811	2592	2158	2224	1546	2150	1612	1294	1962	2841	1589	286	1036	1423
"STING1_3"	"STING1"	1232	1779	587	1600	1761	2267	1452	1793	1742	1400	2618	1393	3409	405	475	117
"STING1_4"	"STING1"	504	718	376	937	503	840	964	1035	529	252	470	382	841	206	610	132
"STING1_5"	"STING1"	2896	3456	1147	3855	3578	3549	2700	3679	3636	2220	3015	3363	5433	1767	2213	3475
"STING1_6"	"STING1"	879	1079	377	1368	1112	1191	890	1219	1782	1506	1242	1470	198	408	782	790
"STK11_2"	"STK11"	792	833	518	1300	1312	1398	1346	1832	433	578	495	593	2036	252	1457	3306
"STK11_3"	"STK11"	573	568	206	900	538	1034	1138	989	660	359	405	109	4347	590	88	436
"STK11_4"	"STK11"	190	205	89	141	127	170	174	156	82	99	66	153	4	13	4	0
"STK11_5"	"STK11"	423	626	168	542	395	474	538	373	190	57	301	313	1302	432	301	270
"STK11_7"	"STK11"	275	254	223	538	359	361	300	845	114	51	95	311	3	1	1	171
"STK11_9"	"STK11"	155	182	66	131	129	235	362	102	21	1	64	25	96	67	38	419
"STMP1_1"	"STMP1"	2482	2570	818	2431	1869	2408	2347	2574	1935	1755	1795	1636	6390	1855	1123	1084
"STMP1_2"	"STMP1"	931	1249	422	1648	1271	1324	1145	1212	1623	1022	1153	1691	2655	305	726	250
"STMP1_3"	"STMP1"	2335	3052	1305	3851	2405	4063	3160	3619	2955	1271	2284	1717	5725	1855	2252	2760
"STMP1_4"	"STMP1"	1667	1983	1189	2694	2152	3460	2490	2248	2457	1812	3063	2302	3456	2901	1111	1039
"STMP1_5"	"STMP1"	1124	1319	409	950	888	1299	1179	1116	743	485	1346	753	578	437	1191	1585
"STMP1_6"	"STMP1"	2787	3373	1019	3110	2513	3725	2848	3511	5307	2963	6557	6222	6901	3757	1824	603
"STOML2_1"	"STOML2"	2005	1932	964	2698	2320	2932	2088	2787	2348	1559	2422	1484	5791	4813	1105	8380
"STOML2_2"	"STOML2"	834	1051	532	1828	959	1354	1070	1101	574	631	725	616	1708	249	153	366
"STOML2_3"	"STOML2"	632	819	498	1050	895	1218	813	745	499	334	293	377	74	19	269	166
"STOML2_5"	"STOML2"	757	1012	605	1797	1239	1551	1293	1644	483	150	194	101	968	376	228	107
"STOML2_6"	"STOML2"	1674	2056	499	2105	1114	1439	1221	1108	1493	698	1183	1955	1617	681	368	53
"STOML2_7"	"STOML2"	1537	1652	1009	2774	2141	2871	2525	1849	3394	2027	1769	4078	4047	1482	924	1715
"STYXL1_13"	"STYXL1"	939	1242	463	1326	1159	1757	771	939	273	579	542	422	875	997	447	46
"STYXL1_16"	"STYXL1"	1084	1390	470	1485	964	1123	1038	820	888	514	1161	1050	2267	287	1639	2738
"STYXL1_17"	"STYXL1"	1063	1506	362	1468	864	1656	774	675	1505	975	901	2498	1713	632	905	683
"STYXL1_2"	"STYXL1"	1189	1556	713	2392	1443	1878	2366	1531	853	536	672	882	1498	1632	1898	1333
"STYXL1_3"	"STYXL1"	977	1192	281	1281	663	708	587	620	392	248	583	845	3053	500	2717	3822
"STYXL1_7"	"STYXL1"	861	1009	480	1196	957	1681	1484	1089	903	303	1165	516	3003	409	705	110
"SUCLA2_1"	"SUCLA2"	564	618	179	851	372	531	555	510	359	524	279	150	2094	310	1228	789
"SUCLA2_10"	"SUCLA2"	660	590	138	433	209	468	485	179	292	335	462	425	386	174	1212	176
"SUCLA2_11"	"SUCLA2"	398	527	80	206	443	221	171	115	90	51	104	95	830	16	310	4
"SUCLA2_3"	"SUCLA2"	519	787	287	569	543	797	547	622	345	202	497	429	117	82	216	94
"SUCLA2_4"	"SUCLA2"	96	101	31	90	89	95	122	342	54	11	55	65	0	0	114	0
"SUCLA2_8"	"SUCLA2"	1652	2057	883	2314	1476	2014	1703	1969	1765	1081	1419	1184	402	165	940	1137
"SUCLG1_1"	"SUCLG1"	414	570	246	499	357	501	471	375	50	220	105	174	604	60	318	12
"SUCLG1_3"	"SUCLG1"	1389	1788	409	1197	1429	1142	890	646	1638	837	1842	2538	3078	2221	951	2726
"SUCLG1_4"	"SUCLG1"	1112	1298	731	2661	1937	1931	1931	1596	351	194	607	367	658	577	827	199
"SUCLG1_6"	"SUCLG1"	581	520	414	912	1026	779	884	1161	503	644	773	356	17	24	229	44
"SUCLG1_7"	"SUCLG1"	682	944	446	1376	986	1688	905	664	840	421	198	285	621	26	294	88
"SUCLG1_8"	"SUCLG1"	197	119	134	322	252	394	347	664	41	17	88	26	0	0	0	1
"SUCLG2_10"	"SUCLG2"	671	762	143	478	605	478	511	365	618	241	535	490	411	130	785	330
"SUCLG2_5"	"SUCLG2"	612	893	436	1214	509	768	1073	1215	733	443	279	619	3741	1172	442	173
"SUCLG2_6"	"SUCLG2"	767	806	303	1028	657	611	1074	626	1016	219	445	345	251	505	646	1014
"SUCLG2_7"	"SUCLG2"	805	872	280	1449	795	703	713	960	686	555	546	524	4921	336	501	634
"SUCLG2_8"	"SUCLG2"	366	327	182	619	306	491	355	967	212	117	118	308	0	20	35	68
"SUCLG2_9"	"SUCLG2"	2041	2205	1339	3294	3210	3841	3656	3876	3333	2244	2887	3142	756	427	2008	1604
"SUGCT_1"	"SUGCT"	876	1400	505	2067	1772	1363	1435	1510	1304	1361	1216	1536	296	931	542	254
"SUGCT_11"	"SUGCT"	800	1018	217	543	653	696	467	575	372	197	308	327	823	240	1015	175
"SUGCT_12"	"SUGCT"	1134	1355	444	1183	1143	1491	1094	992	835	214	609	864	2313	498	2005	239
"SUGCT_3"	"SUGCT"	1311	1600	1007	3120	2302	2978	2132	2551	2470	1167	1557	5171	623	363	1450	520
"SUGCT_5"	"SUGCT"	659	839	336	1273	1117	792	851	855	985	439	972	930	592	168	1279	82
"SUGCT_8"	"SUGCT"	821	878	434	1344	907	765	672	1264	579	369	537	284	482	114	499	117
"SUOX_10"	"SUOX"	1560	1843	864	1877	1562	1772	1335	1874	1075	1189	618	1021	10738	2532	1582	1788
"SUOX_12"	"SUOX"	980	1014	409	1248	1171	855	798	731	1101	592	798	719	5974	908	180	513
"SUOX_4"	"SUOX"	1787	2369	1289	3803	3106	4326	2777	2703	1820	1216	2146	1436	2055	1161	3784	7815
"SUOX_6"	"SUOX"	1309	1309	592	2638	1651	2501	2244	2056	3237	1902	2105	3028	1362	896	759	228
"SUOX_7"	"SUOX"	1764	1958	891	2576	2606	3199	2469	3064	2130	1329	2363	1895	1309	1000	704	741
"SUOX_8"	"SUOX"	1654	1904	563	1915	1156	1502	1579	1407	1305	951	1847	1456	3627	2162	2769	2456
"SUPV3L1_1"	"SUPV3L1"	279	294	87	331	273	442	147	251	237	49	180	33	11	8	0	2
"SUPV3L1_2"	"SUPV3L1"	367	317	120	230	232	506	253	218	263	44	182	216	32	112	194	1280
"SUPV3L1_3"	"SUPV3L1"	200	212	75	158	226	161	120	286	135	30	123	125	529	1	0	61
"SUPV3L1_4"	"SUPV3L1"	244	191	14	73	76	153	131	119	352	644	435	656	83	145	152	198
"SUPV3L1_6"	"SUPV3L1"	387	543	221	735	851	541	534	801	432	150	481	135	16	241	103	154
"SUPV3L1_7"	"SUPV3L1"	580	650	64	551	572	363	194	322	1245	965	903	404	949	289	61	146
"SURF1_1"	"SURF1"	330	411	157	395	565	503	363	465	27	57	46	51	333	1	66	28
"SURF1_11"	"SURF1"	270	350	109	690	375	532	420	325	629	198	122	219	5	1	48	3
"SURF1_4"	"SURF1"	693	918	301	779	753	967	803	968	792	603	663	1043	1138	105	336	272
"SURF1_6"	"SURF1"	568	760	226	607	466	577	304	488	1279	870	1203	1393	33	185	156	50
"SURF1_7"	"SURF1"	963	1028	555	1519	1408	1863	1858	2144	1068	659	648	684	889	263	417	2461
"SURF1_8"	"SURF1"	581	654	410	965	879	830	734	481	679	505	598	319	20	72	43	28
"SYNE2_11"	"SYNE2"	135	200	77	156	132	296	274	282	623	283	178	349	0	9	154	50
"SYNE2_13"	"SYNE2"	744	1018	277	784	837	976	759	841	779	473	671	698	412	149	824	230
"SYNE2_2"	"SYNE2"	806	692	260	675	555	761	568	663	1321	525	762	1427	3652	788	588	158
"SYNE2_3"	"SYNE2"	989	1104	371	1031	649	1198	726	557	1084	509	1280	195	469	224	303	8
"SYNE2_4"	"SYNE2"	71	137	28	71	150	100	70	28	256	56	72	530	11	0	26	5
"SYNE2_6"	"SYNE2"	453	496	92	603	276	227	691	361	126	63	163	346	932	70	154	283
