"sgRNA"	"Gene"	"mito_mock_1"	"mito_mock_2"	"mito_rcVSV_1"	"mito_rcVSV_2"	"mito_hku5_1"	"mito_hku5_2"	"mito_sars2_1"	"mito_sars2_2"	"mito_mers_1"	"mito_mers_2"	"mito_t1015n_1"	"mito_t1015n_2"	"mito_emcv_1"	"mito_emcv_2"	"mito_iav_1"	"mito_iav_2"
"SLC25A12_1"	"SLC25A12"	1249	1429	454	2424	1499	1990	1892	1513	1088	792	983	1069	2705	173	767	2512
"SLC25A12_2"	"SLC25A12"	1539	2258	1136	3033	2260	2773	2374	2607	2031	1457	2212	1778	1004	378	1132	3189
"SLC25A12_4"	"SLC25A12"	1005	1147	436	984	797	1463	649	740	593	442	298	665	3394	315	483	501
"SLC25A12_5"	"SLC25A12"	317	415	191	617	500	537	675	547	458	138	62	213	343	3	34	70
"SLC25A12_6"	"SLC25A12"	836	856	581	1139	665	1327	1094	1064	1421	964	934	1279	646	334	593	5
"SLC25A12_7"	"SLC25A12"	1669	1923	838	2935	2452	2660	2553	2271	1741	815	1320	541	6467	1508	3888	3806
"SLC25A13_1"	"SLC25A13"	930	1298	648	1344	1484	2089	1598	1549	575	221	763	883	442	564	559	86
"SLC25A13_2"	"SLC25A13"	762	628	451	1315	1305	1653	871	1491	545	407	522	613	109	47	176	13
"SLC25A13_3"	"SLC25A13"	243	311	96	305	242	297	341	299	115	115	315	222	91	20	7	3
"SLC25A13_4"	"SLC25A13"	237	172	57	185	183	232	180	51	375	145	241	310	908	94	22	9
"SLC25A13_5"	"SLC25A13"	765	1261	395	1797	1141	1204	1385	941	650	402	890	1331	420	150	1305	141
"SLC25A13_6"	"SLC25A13"	1841	1988	807	2730	2563	2879	2233	2395	1924	728	1252	1327	1707	761	1159	2504
"SLC25A14_1"	"SLC25A14"	1367	1619	552	1765	1619	1681	1804	1692	1745	684	1653	1171	2647	1418	1422	2763
"SLC25A14_10"	"SLC25A14"	529	896	296	1086	712	939	732	1392	414	307	508	450	2031	434	1574	5133
"SLC25A14_2"	"SLC25A14"	1077	1429	637	1814	1912	2014	1229	1194	1978	1250	2281	1264	150	61	251	54
"SLC25A14_4"	"SLC25A14"	1128	1273	269	743	586	845	569	677	1096	904	1791	756	925	243	735	37
"SLC25A14_8"	"SLC25A14"	698	769	264	462	474	825	582	434	1862	1213	1598	1865	194	128	942	1179
"SLC25A14_9"	"SLC25A14"	1030	1273	228	671	644	731	629	924	961	590	996	543	3183	730	403	1236
"SLC25A15_1"	"SLC25A15"	2318	2388	1048	2762	2581	2452	2519	2937	2231	956	2267	2253	4169	1419	1661	930
"SLC25A15_14"	"SLC25A15"	781	759	425	1650	809	1071	638	1079	1485	455	651	687	8843	224	66	1008
"SLC25A15_16"	"SLC25A15"	1041	1028	394	821	718	1105	747	925	872	545	988	617	2858	1584	332	82
"SLC25A15_18"	"SLC25A15"	765	887	329	1207	1139	1128	883	629	1090	477	1129	607	968	134	461	149
"SLC25A15_6"	"SLC25A15"	1145	1398	311	1101	676	880	657	807	840	332	480	594	882	1306	1386	1036
"SLC25A15_9"	"SLC25A15"	2650	2880	1449	3715	3067	3701	4400	2483	4801	3490	4747	4512	5277	1194	1392	2433
"SLC25A16_1"	"SLC25A16"	721	848	591	1124	573	1037	1006	723	1098	967	458	944	1647	68	156	264
"SLC25A16_2"	"SLC25A16"	602	757	164	977	444	932	427	831	507	270	395	412	1074	419	1001	22
"SLC25A16_3"	"SLC25A16"	367	518	317	948	667	976	769	706	518	192	215	580	39	3	7	7
"SLC25A16_4"	"SLC25A16"	1717	1930	843	3375	2110	2424	2501	2279	1814	1058	1795	2294	2811	1817	1206	2573
"SLC25A16_5"	"SLC25A16"	711	692	374	1393	633	742	949	1196	892	522	828	1267	30	35	223	342
"SLC25A16_6"	"SLC25A16"	1075	1316	424	1196	910	1109	870	1120	2951	2339	3115	2540	963	322	943	309
"SLC25A18_1"	"SLC25A18"	1496	1694	740	1890	1585	2120	1585	2017	3741	2295	2429	2119	407	166	638	2642
"SLC25A18_11"	"SLC25A18"	1046	1059	269	632	806	1138	912	941	1404	774	578	618	1439	185	723	2140
"SLC25A18_13"	"SLC25A18"	961	1082	347	872	628	916	671	942	446	162	639	495	252	375	1020	112
"SLC25A18_14"	"SLC25A18"	1169	1248	989	2899	1606	1847	2113	2990	1035	778	1405	1374	2019	848	1348	2089
"SLC25A18_7"	"SLC25A18"	1116	1119	190	503	398	676	293	236	1059	384	705	340	5621	1450	3438	2049
"SLC25A18_9"	"SLC25A18"	1764	2271	1377	4239	2810	3199	3626	3515	2732	1782	3466	1856	3138	853	1050	295
"SLC25A19_10"	"SLC25A19"	601	581	270	1051	496	590	448	472	439	342	81	378	519	83	234	1086
"SLC25A19_2"	"SLC25A19"	895	1024	254	595	439	647	789	756	233	146	502	682	2100	1108	620	235
"SLC25A19_3"	"SLC25A19"	1926	2035	925	2766	1916	2408	1619	1641	2790	2108	1843	1916	9661	1542	1634	315
"SLC25A19_5"	"SLC25A19"	794	783	347	1391	670	1016	1066	1151	544	343	125	239	1614	28	520	273
"SLC25A19_6"	"SLC25A19"	335	503	78	155	170	294	98	88	109	18	209	62	531	264	380	680
"SLC25A19_7"	"SLC25A19"	1010	1354	512	1522	1422	1162	1205	1539	1319	786	723	689	1013	397	596	606
"SLC25A2_10"	"SLC25A2"	1814	2187	1219	4408	2686	2818	2680	3625	2746	1478	3101	2202	2311	2652	3933	3499
"SLC25A2_14"	"SLC25A2"	1818	2107	1063	2748	2290	3192	3275	2596	1915	1199	1103	1593	2669	1392	1120	1166
"SLC25A2_2"	"SLC25A2"	1423	2012	598	2231	1646	1743	1936	2342	1519	890	1195	1787	467	854	1656	2078
"SLC25A2_3"	"SLC25A2"	1294	1586	760	2014	1747	2098	2942	2076	988	674	827	656	4698	496	1544	638
"SLC25A2_6"	"SLC25A2"	1397	1659	448	950	570	1000	852	1245	2885	891	2581	2011	3220	589	1039	999
"SLC25A2_9"	"SLC25A2"	1158	1405	331	745	1437	1293	907	956	1204	1243	1449	1740	2711	397	437	1922
"SLC25A21_2"	"SLC25A21"	1391	1543	679	1816	1574	1938	1955	2161	2485	1569	3384	2837	1344	2148	1894	2415
"SLC25A21_3"	"SLC25A21"	2662	2754	1156	3842	2334	3684	3602	3423	3764	3005	4848	4468	3554	976	1859	2256
"SLC25A21_4"	"SLC25A21"	470	816	195	1173	1062	903	811	1072	608	388	413	762	210	42	826	306
"SLC25A21_5"	"SLC25A21"	1081	1186	817	2195	1387	1988	1440	2035	1383	224	715	1038	978	470	996	1462
"SLC25A21_6"	"SLC25A21"	935	1272	472	1767	1584	1518	1168	1924	1043	571	699	756	808	960	901	1035
"SLC25A21_7"	"SLC25A21"	1083	1283	541	1554	1182	1651	1110	1236	922	208	643	948	52	314	771	537
"SLC25A22_10"	"SLC25A22"	911	1060	691	1406	1306	1516	695	1189	577	283	261	191	535	53	681	876
"SLC25A22_25"	"SLC25A22"	451	639	222	597	443	882	342	390	484	300	545	285	2693	69	604	83
"SLC25A22_5"	"SLC25A22"	992	1267	239	661	630	852	872	893	1572	433	954	477	7768	1102	1019	41
"SLC25A22_6"	"SLC25A22"	2127	2323	1242	4130	2514	3024	2711	3400	2290	1159	1091	2205	9318	1294	1861	3498
"SLC25A22_8"	"SLC25A22"	2829	3874	2048	5615	4116	5515	4849	4287	7132	3487	6346	7488	4466	1799	2101	1011
"SLC25A22_9"	"SLC25A22"	851	1037	315	1183	1007	1246	950	1311	569	435	1406	883	3281	449	1458	1269
"SLC25A23_1"	"SLC25A23"	1958	2140	509	1792	1559	1795	1133	1429	2014	1471	1723	902	6172	2383	1374	977
"SLC25A23_10"	"SLC25A23"	1534	1550	771	2537	2454	1976	1391	1952	2469	980	2029	1451	2817	772	599	1470
"SLC25A23_14"	"SLC25A23"	1639	1774	774	2384	1784	2510	1451	2365	1025	849	1120	834	1438	395	1159	793
"SLC25A23_16"	"SLC25A23"	1864	2067	628	2242	2104	2170	1710	1435	992	741	1082	895	3926	612	771	1526
"SLC25A23_5"	"SLC25A23"	773	1078	337	1219	775	1053	1478	1026	1698	660	1361	732	532	467	412	1638
"SLC25A23_9"	"SLC25A23"	452	332	33	116	97	75	9	109	60	41	18	23	168	1061	451	254
"SLC25A24_1"	"SLC25A24"	1790	1971	679	1646	1518	1976	1679	1494	1685	1032	1525	1510	1199	418	2603	553
"SLC25A24_2"	"SLC25A24"	287	292	76	104	148	214	189	204	208	64	16	80	0	0	439	5
"SLC25A24_3"	"SLC25A24"	2095	2441	1406	5011	3152	3801	3503	4208	3908	2592	3515	3606	901	755	2503	735
"SLC25A24_4"	"SLC25A24"	1806	2191	1147	3054	1803	3427	3057	2895	1841	696	1160	989	3725	236	1430	2466
"SLC25A24_5"	"SLC25A24"	797	975	420	2043	1083	1142	1437	1779	664	503	635	1036	387	181	683	28
"SLC25A24_6"	"SLC25A24"	1310	1639	333	1215	1500	1129	870	1277	1397	1110	2139	1682	711	251	1554	1336
"SLC25A25_1"	"SLC25A25"	1747	2056	1094	4053	2307	2800	3012	3364	821	968	1013	702	1693	952	1383	1704
"SLC25A25_5"	"SLC25A25"	1390	1957	552	2026	1738	1900	1366	1833	1857	1792	1275	2296	2937	136	1143	630
"SLC25A25_6"	"SLC25A25"	849	1212	714	1963	1324	1528	1619	1978	1950	1305	1514	2296	1000	291	1935	263
"SLC25A25_7"	"SLC25A25"	2004	2112	1087	3060	2118	2190	2107	2298	925	687	1199	846	1358	1704	3789	4430
"SLC25A25_8"	"SLC25A25"	919	899	206	550	496	655	491	464	951	345	821	876	1917	204	1245	1061
"SLC25A25_9"	"SLC25A25"	934	1005	384	1055	960	1186	588	905	640	769	1023	774	3100	325	1183	1442
"SLC25A26_1"	"SLC25A26"	466	560	94	124	179	250	76	264	274	327	334	871	356	84	1038	4
"SLC25A26_3"	"SLC25A26"	388	251	32	77	166	85	101	73	119	153	119	55	454	206	126	5
"SLC25A26_4"	"SLC25A26"	267	393	111	514	452	362	351	272	211	65	99	8	432	71	23	15
"SLC25A26_5"	"SLC25A26"	211	211	62	138	151	202	114	295	58	22	28	84	81	314	95	0
"SLC25A26_6"	"SLC25A26"	950	958	199	719	625	901	751	515	465	300	611	278	1415	393	1032	229
"SLC25A26_8"	"SLC25A26"	1746	1963	797	2940	2312	3116	1642	1822	1494	1017	1135	1063	2464	420	3104	329
"SLC25A27_1"	"SLC25A27"	505	668	304	783	680	793	297	625	1158	703	860	712	1805	162	533	482
"SLC25A27_11"	"SLC25A27"	501	613	160	642	555	827	367	635	211	238	208	279	660	19	380	8
"SLC25A27_3"	"SLC25A27"	1071	1411	546	1411	1297	1771	1476	1967	870	408	737	378	1547	888	3213	753
"SLC25A27_4"	"SLC25A27"	697	831	244	815	793	1117	436	576	420	784	323	2110	556	118	356	65
"SLC25A27_7"	"SLC25A27"	880	1099	469	1322	1281	1058	1236	876	831	430	899	978	319	696	1144	73
"SLC25A27_8"	"SLC25A27"	1879	2205	1015	3350	2452	3266	2371	3134	1386	1301	1746	2476	3389	457	1126	521
"SLC25A28_2"	"SLC25A28"	1245	1432	627	1979	2347	1671	1201	1906	1284	761	1655	558	2311	780	1082	635
"SLC25A28_3"	"SLC25A28"	593	679	566	903	1085	943	1192	1510	904	805	771	1139	1101	346	445	64
"SLC25A28_4"	"SLC25A28"	1459	1382	589	1739	1347	1916	1505	2449	1219	626	1131	878	4674	2108	584	650
"SLC25A28_5"	"SLC25A28"	894	1014	479	1447	1288	1465	1516	1363	893	585	826	677	1477	175	245	14
"SLC25A28_6"	"SLC25A28"	1195	1432	564	2572	1231	1780	2033	1792	1664	1217	1328	1399	1117	1235	831	1468
"SLC25A28_8"	"SLC25A28"	2229	2438	1328	3307	2697	3754	3653	3122	2686	1406	2026	2056	937	518	763	817
"SLC25A29_10"	"SLC25A29"	849	1036	128	415	550	749	628	421	729	270	310	906	2831	248	438	47
"SLC25A29_2"	"SLC25A29"	739	1131	491	1669	1076	949	1147	1210	46	263	143	769	357	305	758	1590
"SLC25A29_4"	"SLC25A29"	1511	1757	858	2578	2019	2474	1549	2044	1912	997	2424	1698	694	3239	1287	1844
"SLC25A29_5"	"SLC25A29"	1876	2382	1003	3481	2659	3607	2638	2741	1465	557	1046	928	3681	1842	2108	270
"SLC25A29_7"	"SLC25A29"	2399	2683	661	2223	2182	2507	1599	1571	1577	1034	1662	1024	6470	2704	1085	1450
"SLC25A29_8"	"SLC25A29"	1795	2229	2069	4180	3219	4179	4007	5014	3100	1619	2598	1296	3476	2539	1942	978
"SLC25A3_1"	"SLC25A3"	366	419	353	1361	843	438	675	711	1132	1018	1049	987	260	209	535	13
"SLC25A3_10"	"SLC25A3"	320	387	332	825	358	1030	807	891	167	77	176	390	562	73	187	46
"SLC25A3_2"	"SLC25A3"	1687	1696	760	2217	1625	2309	1425	1977	1690	1064	1421	2050	4732	919	1210	804
"SLC25A3_3"	"SLC25A3"	294	370	137	325	275	802	245	366	461	159	341	269	252	5	56	11
"SLC25A3_6"	"SLC25A3"	481	618	205	655	283	474	275	273	558	514	413	342	485	316	94	16
"SLC25A3_9"	"SLC25A3"	243	224	123	234	182	551	196	367	94	152	275	108	906	49	65	1
"SLC25A31_10"	"SLC25A31"	1229	1236	558	2067	1198	1616	1893	1471	931	1034	1327	697	1361	203	1017	706
"SLC25A31_2"	"SLC25A31"	833	1051	260	608	569	669	908	439	1047	553	704	900	1171	203	553	86
"SLC25A31_4"	"SLC25A31"	2276	2887	1070	2971	2783	3577	2327	3049	1735	1080	1407	1380	6545	696	1090	1131
"SLC25A31_6"	"SLC25A31"	770	951	456	1810	1008	1320	1546	1073	967	612	1539	1129	2007	7	300	235
"SLC25A31_8"	"SLC25A31"	1245	1409	716	3449	1304	1985	2061	2125	1738	1335	1331	1108	1537	73	1092	160
"SLC25A31_9"	"SLC25A31"	637	756	195	814	476	526	725	592	804	188	265	870	584	153	497	61
"SLC25A33_1"	"SLC25A33"	763	743	388	1005	829	1116	692	759	1148	676	455	430	512	275	121	132
"SLC25A33_10"	"SLC25A33"	441	662	195	727	494	678	201	379	1045	482	822	1793	37	163	230	166
"SLC25A33_4"	"SLC25A33"	979	949	273	913	965	1103	683	1252	959	444	758	937	753	498	1226	407
"SLC25A33_6"	"SLC25A33"	1553	2127	728	2981	1856	2142	1580	2063	3077	1044	1954	2206	1553	1264	928	279
"SLC25A33_8"	"SLC25A33"	726	944	638	1143	764	1096	825	991	1235	551	959	638	920	1255	378	23
"SLC25A33_9"	"SLC25A33"	2067	1919	438	1462	1312	1639	1357	1182	890	755	912	1344	9050	1579	2026	934
"SLC25A34_14"	"SLC25A34"	1562	2008	1191	2414	2030	2304	2168	2720	6224	2538	5737	6286	790	276	1147	122
"SLC25A34_15"	"SLC25A34"	962	1368	394	1121	931	969	692	862	628	507	713	849	1432	1475	506	142
"SLC25A34_3"	"SLC25A34"	906	1287	221	1039	881	1213	537	921	705	928	1052	437	2185	709	1645	591
"SLC25A34_5"	"SLC25A34"	1898	2147	508	1391	1503	1430	1608	1327	4872	2590	3626	5241	6388	2531	3902	1770
"SLC25A34_8"	"SLC25A34"	2784	3465	1461	4167	3388	4434	3162	3470	1799	1441	1965	1731	5730	2231	1851	3114
"SLC25A34_9"	"SLC25A34"	353	290	155	346	372	426	254	147	156	106	251	112	17	2	0	14
"SLC25A35_1"	"SLC25A35"	888	1154	513	1989	1503	1800	1305	1212	554	468	938	967	1480	132	462	1033
"SLC25A35_12"	"SLC25A35"	1138	1152	1018	2397	1555	2183	2664	2512	1384	641	1067	885	383	2356	1122	948
"SLC25A35_2"	"SLC25A35"	1077	1025	649	1662	2404	1525	1576	2668	604	367	851	490	331	204	476	177
"SLC25A35_3"	"SLC25A35"	842	879	331	1216	1061	1103	997	1041	745	270	1050	1229	1757	323	171	90
"SLC25A35_8"	"SLC25A35"	673	897	208	662	436	615	626	374	479	469	628	707	182	446	978	1099
"SLC25A35_9"	"SLC25A35"	830	870	361	1242	718	1330	895	688	491	586	689	487	871	567	455	863
"SLC25A36_1"	"SLC25A36"	1749	2151	886	2427	1603	2569	1993	2191	2581	1398	2928	1813	4122	1899	1262	2218
"SLC25A36_15"	"SLC25A36"	520	601	223	839	743	579	957	961	415	161	313	331	1579	216	875	263
"SLC25A36_4"	"SLC25A36"	1365	1544	683	2203	1758	2456	1962	2913	1947	1197	715	957	5352	1642	3690	604
"SLC25A36_6"	"SLC25A36"	760	1123	412	891	845	968	1019	1078	667	571	722	539	91	147	490	2
"SLC25A36_7"	"SLC25A36"	304	430	178	707	664	785	551	1137	717	192	266	365	2	5	71	8
"SLC25A36_9"	"SLC25A36"	436	624	233	767	679	575	1118	682	107	115	264	139	19	42	56	20
"SLC25A38_12"	"SLC25A38"	1093	1003	410	1258	974	1183	903	1230	907	616	903	394	1281	588	2774	674
"SLC25A38_13"	"SLC25A38"	1787	1923	769	2109	1501	2309	1787	1839	2106	598	1223	1694	1354	460	2419	6919
"SLC25A38_5"	"SLC25A38"	1395	1721	748	2967	1508	2353	1947	1641	1062	920	707	361	1055	1374	2000	2092
"SLC25A38_7"	"SLC25A38"	578	750	248	916	594	916	694	563	1482	663	994	391	1334	510	669	463
"SLC25A38_8"	"SLC25A38"	1791	2117	645	1681	1521	1631	1244	1519	2670	1930	2269	3163	3000	907	834	1292
"SLC25A38_9"	"SLC25A38"	696	725	466	1009	730	877	734	754	970	498	894	863	1095	181	1421	83
"SLC25A39_1"	"SLC25A39"	964	953	355	1633	820	1010	894	928	1090	638	1219	592	4804	685	68	1138
"SLC25A39_11"	"SLC25A39"	695	1023	194	521	509	376	646	836	761	265	455	640	7531	1337	1813	4325
"SLC25A39_12"	"SLC25A39"	1928	1969	852	2425	1533	2101	2568	2584	1734	1422	2212	1413	17695	1220	1334	4705
"SLC25A39_4"	"SLC25A39"	1260	1309	949	2941	1718	2112	2463	3137	636	341	870	776	884	365	1655	216
"SLC25A39_7"	"SLC25A39"	1171	1437	847	1885	1455	2228	1669	2804	1206	792	1298	960	1940	718	649	3134
"SLC25A39_9"	"SLC25A39"	612	512	364	1074	939	951	661	811	2726	832	1598	2479	506	123	42	12
"SLC25A4_1"	"SLC25A4"	1163	1386	682	1715	1127	1371	1402	1121	1963	1460	2229	1893	1735	397	2486	687
"SLC25A4_2"	"SLC25A4"	703	994	436	1094	754	859	1105	996	795	193	192	748	40	393	367	116
"SLC25A4_3"	"SLC25A4"	1064	1285	533	1165	1250	1268	1905	1447	1619	801	1220	1632	2719	229	547	527
"SLC25A4_4"	"SLC25A4"	865	899	113	443	528	575	459	475	603	322	574	438	6671	1621	660	261
"SLC25A4_5"	"SLC25A4"	902	859	388	1302	1206	1640	1137	1610	1519	934	1144	1373	2026	340	724	685
"SLC25A4_6"	"SLC25A4"	1311	1807	747	1521	2036	2485	1581	1806	1822	1286	1654	1575	2453	1014	2242	221
"SLC25A40_1"	"SLC25A40"	316	404	160	476	362	818	302	382	164	590	226	205	11	154	509	1
"SLC25A40_2"	"SLC25A40"	806	930	510	1163	778	1283	1010	918	694	267	395	1296	32	102	530	130
"SLC25A40_3"	"SLC25A40"	913	1048	339	1306	676	878	913	1285	2058	1109	1068	410	923	1824	2594	748
"SLC25A40_4"	"SLC25A40"	1204	1553	894	3075	2004	2524	3043	3842	2489	619	1902	1588	2867	249	1393	915
"SLC25A40_5"	"SLC25A40"	735	915	487	1056	1299	1583	2277	1308	985	227	645	379	793	621	557	495
"SLC25A40_9"	"SLC25A40"	1490	1345	514	1464	1035	1049	1564	1208	1791	1291	1331	1109	3448	645	145	1452
"SLC25A41_10"	"SLC25A41"	676	749	312	908	781	1133	1100	1108	899	373	835	1798	1488	241	497	18
"SLC25A41_11"	"SLC25A41"	1883	2430	976	3506	2029	2585	2032	2652	2378	1042	1798	1839	2629	330	1370	811
"SLC25A41_12"	"SLC25A41"	1000	1292	488	2080	1511	1468	1395	1952	1350	527	1406	661	1983	187	695	872
"SLC25A41_2"	"SLC25A41"	1145	1466	527	1255	905	1427	1094	1429	3011	2456	3678	3993	1119	701	1949	175
"SLC25A41_4"	"SLC25A41"	1127	1093	409	1417	1045	1273	1078	1148	756	469	1137	804	3118	276	749	734
"SLC25A41_7"	"SLC25A41"	983	1225	462	1239	864	1320	1280	1791	506	267	285	259	1828	1691	1505	1198
"SLC25A42_10"	"SLC25A42"	400	501	136	724	582	611	373	303	877	118	481	382	260	106	443	10
"SLC25A42_11"	"SLC25A42"	891	1093	720	1469	1019	1898	1372	1900	1213	743	1567	735	937	207	707	700
"SLC25A42_4"	"SLC25A42"	1098	1484	826	2496	1852	1736	1678	1628	640	264	499	463	1932	1692	1212	578
"SLC25A42_6"	"SLC25A42"	1193	1324	538	1444	1553	1501	1163	1272	1022	549	655	594	2726	316	582	112
"SLC25A42_7"	"SLC25A42"	1843	2185	702	2407	1689	2172	1848	2135	2113	1778	1876	1975	9345	847	3712	4930
"SLC25A42_8"	"SLC25A42"	610	611	190	656	395	501	193	355	545	307	590	222	25	1114	630	46
"SLC25A43_12"	"SLC25A43"	222	303	158	614	325	280	179	643	272	108	113	14	23	25	152	1
"SLC25A43_14"	"SLC25A43"	1509	1784	761	1791	1922	2026	1687	1149	1845	1009	1357	1196	1174	200	403	784
"SLC25A43_2"	"SLC25A43"	595	740	221	738	503	705	709	954	350	343	360	331	226	180	777	90
"SLC25A43_4"	"SLC25A43"	1565	2018	1042	3132	2090	3213	2291	2212	1556	1660	1694	1504	1467	685	1156	762
"SLC25A43_5"	"SLC25A43"	1229	1174	351	776	685	899	1000	648	716	146	414	385	626	1047	688	94
"SLC25A43_7"	"SLC25A43"	2869	2809	1924	5649	3074	4541	4115	4912	5333	3849	6178	5133	8475	2853	1874	4055
"SLC25A44_11"	"SLC25A44"	703	857	170	896	350	836	386	602	1769	739	1153	657	2005	176	702	1067
"SLC25A44_2"	"SLC25A44"	1287	1325	481	1053	1066	1350	1814	671	583	503	347	643	2220	169	1402	699
"SLC25A44_3"	"SLC25A44"	692	880	255	701	561	574	595	686	1050	900	1245	1817	765	503	319	95
"SLC25A44_5"	"SLC25A44"	1501	1636	1320	3980	2608	3343	1930	1989	1162	1004	1201	1302	2518	558	1734	239
"SLC25A44_7"	"SLC25A44"	2232	2875	1310	3655	2766	2990	2717	3179	2089	2105	3024	1484	1902	1229	1620	1819
"SLC25A44_9"	"SLC25A44"	823	1108	478	1395	1201	1573	1453	1703	474	484	689	567	1542	231	498	389
"SLC25A45_1"	"SLC25A45"	1750	2226	920	2844	2193	2642	2140	2472	1736	937	1817	2052	3693	3067	644	933
"SLC25A45_10"	"SLC25A45"	1476	1867	1056	2929	2716	2470	2469	2841	1157	1027	867	1401	1688	2635	2454	384
"SLC25A45_2"	"SLC25A45"	1445	1352	520	1327	1032	1154	905	1206	913	844	977	659	2028	1175	347	53
"SLC25A45_3"	"SLC25A45"	922	803	301	1013	763	1179	958	995	686	637	672	593	772	367	180	99
"SLC25A45_5"	"SLC25A45"	868	1373	512	1583	1320	1387	1091	1722	764	459	507	551	1983	1256	725	179
"SLC25A45_9"	"SLC25A45"	656	595	199	811	536	499	540	534	510	183	382	311	3	79	431	278
"SLC25A46_11"	"SLC25A46"	1734	1956	1068	2368	1469	2099	1814	2590	1829	1567	2935	2948	1260	802	2157	1348
"SLC25A46_3"	"SLC25A46"	1912	2412	1154	3639	3128	3674	3045	3177	2145	1703	3135	2618	7553	1108	1426	1428
"SLC25A46_4"	"SLC25A46"	693	948	491	2255	1216	1212	883	1295	518	276	1084	572	1280	129	817	29
"SLC25A46_5"	"SLC25A46"	402	585	104	379	288	296	381	516	304	174	123	453	17	217	586	558
"SLC25A46_6"	"SLC25A46"	887	852	195	1461	760	991	1139	755	588	363	297	361	1215	64	2161	220
"SLC25A46_8"	"SLC25A46"	445	502	36	66	104	73	81	81	332	143	171	298	678	288	334	0
"SLC25A48_1"	"SLC25A48"	690	789	262	602	475	621	552	394	784	655	814	814	781	637	716	997
"SLC25A48_11"	"SLC25A48"	1268	1349	370	1072	853	1010	1077	746	3412	1421	2429	2037	199	227	528	1606
"SLC25A48_12"	"SLC25A48"	963	1079	519	1255	914	1234	1628	1885	1027	575	1052	938	4006	490	664	355
"SLC25A48_15"	"SLC25A48"	1417	1615	560	1517	1247	1696	1378	1108	2024	1100	1510	1486	1267	411	816	594
"SLC25A48_18"	"SLC25A48"	984	1442	456	1774	1377	2416	1612	1357	1266	983	691	916	493	1158	1138	351
"SLC25A48_9"	"SLC25A48"	1022	1194	514	1551	1058	1596	1098	1686	771	444	1252	676	4362	562	2101	2837
"SLC25A5_1"	"SLC25A5"	1999	2371	904	2402	2312	2258	1556	2597	2685	1658	2654	3562	7791	1695	1446	1412
"SLC25A5_2"	"SLC25A5"	2007	1897	790	2418	2067	2456	1622	2220	3022	1496	1776	1265	1995	294	1358	696
"SLC25A5_3"	"SLC25A5"	413	706	123	201	504	393	391	1643	209	122	489	193	107	7	244	71
"SLC25A5_4"	"SLC25A5"	638	871	284	903	671	992	449	655	672	318	762	776	1977	48	88	23
"SLC25A5_5"	"SLC25A5"	151	93	64	90	97	48	67	102	123	211	2	135	9	4	12	5
"SLC25A5_7"	"SLC25A5"	956	1130	316	1006	891	1150	755	531	982	1031	2932	973	1517	1624	554	623
"SLC25A51_12"	"SLC25A51"	2117	2524	1053	3297	2172	3392	1921	2929	5938	2521	5618	6690	1627	1090	1455	1237
"SLC25A51_3"	"SLC25A51"	932	1258	923	3483	1730	2404	2575	2521	2128	1591	2115	1776	568	150	1233	504
"SLC25A51_4"	"SLC25A51"	750	996	525	928	872	1253	752	904	1838	792	829	942	595	530	473	670
"SLC25A51_5"	"SLC25A51"	285	309	50	387	220	249	109	338	179	76	70	216	578	393	181	61
"SLC25A51_6"	"SLC25A51"	1681	2012	979	3402	2015	2474	2685	3176	1936	757	1192	1898	2467	1020	666	630
"SLC25A51_7"	"SLC25A51"	965	945	577	1603	1196	1729	1454	1359	455	200	219	153	412	380	256	1152
"SLC25A52_12"	"SLC25A52"	652	843	148	687	218	551	379	281	671	208	314	537	1588	1157	1797	740
"SLC25A52_16"	"SLC25A52"	1680	2012	979	3402	2014	2473	2684	3176	1936	757	1191	1898	2467	1020	666	630
"SLC25A52_20"	"SLC25A52"	1086	1469	726	3143	2065	2591	1637	1879	2412	1196	2719	1611	174	116	255	549
"SLC25A52_3"	"SLC25A52"	1121	834	368	1137	909	1404	744	894	376	257	617	635	1582	1943	898	454
"SLC25A52_6"	"SLC25A52"	750	996	525	929	872	1253	752	904	1838	792	830	942	595	530	473	670
"SLC25A52_7"	"SLC25A52"	285	309	50	387	220	249	110	339	179	76	70	216	578	393	181	61
"SLC25A53_1"	"SLC25A53"	1004	1209	480	1665	1343	1819	772	1653	875	709	1377	1583	460	208	807	647
"SLC25A53_10"	"SLC25A53"	736	584	255	760	588	775	664	957	704	858	841	952	942	292	117	389
"SLC25A53_12"	"SLC25A53"	651	689	352	1122	793	1017	1456	993	594	248	233	815	10	102	11	39
"SLC25A53_3"	"SLC25A53"	2070	2701	1179	2813	2743	3411	1979	1967	4675	2849	4610	6232	553	1269	5589	4344
"SLC25A53_8"	"SLC25A53"	666	614	427	1268	1057	1033	950	1019	855	393	448	625	379	61	306	1455
"SLC25A53_9"	"SLC25A53"	1517	1472	721	1586	1555	1797	1659	1920	5928	1455	3540	3600	494	848	431	160
"SLC27A3_10"	"SLC27A3"	648	564	146	522	340	461	350	512	145	139	493	291	814	102	216	387
"SLC27A3_11"	"SLC27A3"	1500	2054	865	2727	1782	1986	1669	1982	1058	775	948	1301	8544	1612	1713	575
"SLC27A3_12"	"SLC27A3"	550	768	280	853	491	708	603	704	341	346	560	577	470	321	912	681
